originalTitle,rating,startYear,runtimeMinutes,awardWins,numVotes,totalImages,totalVideos,totalCredits,titleType,AwNmExWins,canHaveEpisodes,isAdult,numRegions,countryOfOrigin,genres,ratingMean,ReviewsTotal
Electric Playground,"(8, 9]",1997,53,0.0,4.962844630259907,0.6931471805599453,0.0,195,tvSeries,0.0,True,False,2,"['CA', 'US']","Documentary,News",8.5,1.3862943611198906
Do konca in naprej,"(6, 7]",1990,90,0.0,3.8918202981106265,0.6931471805599453,0.0,89,movie,0.0,False,False,7,['XYU'],Drama,6.5,0.0
Nothing But Besties,"(8, 9]",2010,14,0.0,2.1972245773362196,0.6931471805599453,0.6931471805599453,48,short,0.0,False,False,1,['US'],"Comedy,Short",8.5,0.0
Mi difunto marido me llama por el móvil,"(8, 9]",2004,40,0.0,1.9459101490553132,0.0,0.0,30,tvEpisode,0.0,False,False,1,['ES'],Comedy,8.5,0.0
"Knock, Knock","(8, 9]",1987,30,0.0,5.0238805208462765,1.0986122886681098,0.0,112,tvEpisode,0.0,False,False,1,['US'],"Action,Animation,Comedy",8.5,1.791759469228055
Amazing,"(6, 7]",2011,92,0.0,4.584967478670572,0.6931471805599453,0.0,3,movie,0.0,False,False,1,['US'],Documentary,6.5,0.0
Krejzovi,"(4, 5]",2018,53,0.0,2.9444389791664403,1.0986122886681098,0.0,492,tvSeries,0.0,True,False,1,['CZ'],Comedy,4.5,0.0
A Grande Cidade ou As Aventuras e Desventuras de Luzia e Seus 3 Amigos Chegados de Longe,"(6, 7]",1966,80,0.6931471805599453,5.111987788356544,2.995732273553991,0.0,42,movie,0.0,False,False,5,['BR'],"Crime,Drama",6.5,1.791759469228055
Who to Kill?,"(8, 9]",2011,40,0.0,3.367295829986474,0.6931471805599453,0.0,38,tvEpisode,0.0,False,False,1,['US'],"Comedy,Short",8.5,0.0
The Snowman,"(6, 7]",2009,92,0.0,3.6888794541139363,0.6931471805599453,0.0,11,movie,1.0986122886681098,False,False,2,['AU'],Documentary,6.5,0.6931471805599453
Tax Day,"(7, 8]",1998,76,1.0986122886681098,3.8918202981106265,1.0986122886681098,0.0,130,movie,0.0,False,False,1,['US'],Drama,7.5,1.3862943611198906
John Ermine of Yellowstone,"(4, 5]",1917,50,0.0,2.8903717578961645,1.6094379124341003,0.0,15,movie,0.0,False,False,1,['US'],Western,4.5,0.0
You Must Be Joking!,"(5, 6]",1965,100,0.0,5.986452005284438,2.1972245773362196,0.0,110,movie,0.0,False,False,4,['GB'],Comedy,5.5,3.4011973816621555
La casa de los conejos,"(6, 7]",2020,92,1.0986122886681098,3.8501476017100584,1.9459101490553132,0.0,41,movie,1.791759469228055,False,False,4,"['AR', 'FR', 'ES']",Drama,6.5,0.6931471805599453
Der Leihmann,"(3, 4]",1995,85,0.0,3.044522437723423,0.0,0.0,70,movie,0.0,False,False,1,['DE'],Comedy,3.5,0.6931471805599453
El asalto,"(7, 8]",1960,90,0.0,3.367295829986474,1.6094379124341003,0.0,41,movie,0.0,False,False,1,['AR'],"Crime,Drama",7.5,0.6931471805599453
India in a Day,"(7, 8]",2016,86,0.0,4.7535901911063645,2.3978952727983707,0.0,110,movie,0.0,False,False,10,['GB'],Documentary,7.5,1.3862943611198906
Ultra Security House Unit,"(7, 8]",2022,25,0.0,6.39024066706535,2.3978952727983707,0.0,39,tvEpisode,0.0,False,False,1,['JP'],"Action,Adventure,Animation",7.5,0.6931471805599453
You Lied to My Face,"(8, 9]",2017,62,0.0,6.202535517187923,1.9459101490553132,0.6931471805599453,309,tvEpisode,0.0,False,False,1,['US'],"Crime,Drama",8.5,0.0
Río Negro,"(6, 7]",1990,117,0.0,3.871201010907891,1.0986122886681098,0.0,41,movie,0.6931471805599453,False,False,3,"['VE', 'CU', 'FR']","Adventure,Drama",6.5,0.6931471805599453
Ben 10: Alien Force - Vilgax Attacks,"(5, 6]",2009,28,0.0,5.5134287461649825,2.833213344056216,0.0,28,videoGame,0.0,False,False,1,['US'],"Action,Adventure,Family",5.5,1.0986122886681098
Window on Your Present,"(6, 7]",2010,65,0.0,3.58351893845611,1.791759469228055,0.6931471805599453,46,movie,0.0,False,False,2,['US'],"Fantasy,Sci-Fi",6.5,1.3862943611198906
Shori e no Michi! Shinjiru Kokoro ga Hiraku Ashita!,"(8, 9]",1995,24,0.0,2.8903717578961645,0.0,0.0,15,tvEpisode,0.0,False,False,1,['JP'],"Action,Adventure,Animation",8.5,0.0
Western History,"(5, 6]",1971,13,0.0,2.302585092994046,0.0,0.0,1,short,0.0,False,False,1,['US'],"Documentary,History,Short",5.5,0.0
The Battling Orioles,"(6, 7]",1924,60,0.0,3.8066624897703196,1.9459101490553132,0.0,26,movie,0.0,False,False,6,['US'],Comedy,6.5,0.6931471805599453
Who Wants to Be a Bitcoin Millionaire,"(6, 7]",2018,29,0.0,2.1972245773362196,0.0,0.0,28,tvEpisode,0.0,False,False,1,['GB'],"Documentary,News",6.5,0.0
Kader Baglayinca,"(5, 6]",1976,87,0.0,4.795790545596741,0.6931471805599453,0.0,60,movie,0.0,False,False,2,['TR'],"Comedy,Drama,Romance",5.5,0.0
Nubs and the Flower Fiasco,"(6, 7]",2023,3,0.0,4.6913478822291435,1.6094379124341003,0.0,46,tvEpisode,0.0,False,False,1,['US'],"Action,Animation,Sci-Fi",6.5,1.0986122886681098
Las Bestias,"(5, 6]",2015,92,0.0,3.4339872044851463,1.6094379124341003,0.0,17,movie,0.0,False,False,3,['AR'],Mystery,5.5,1.0986122886681098
Takin' It to the Limit 6: Nastier Than Ever,"(6, 7]",1995,85,0.6931471805599453,2.70805020110221,0.0,0.0,18,video,0.0,False,True,1,['US'],Adult,6.5,1.0986122886681098
Beany and Cecil Meet Billy the Squid,"(6, 7]",1959,10,0.0,3.258096538021482,0.0,0.0,11,short,0.0,False,False,1,['US'],"Animation,Short",6.5,0.0
Last Call at the Gladstone Hotel,"(7, 8]",2007,65,0.6931471805599453,3.2188758248682006,1.0986122886681098,0.6931471805599453,17,movie,0.0,False,False,1,['CA'],Documentary,7.5,0.6931471805599453
Routine,"(6, 7]",2017,5,0.0,3.8918202981106265,1.6094379124341003,0.0,8,short,0.0,False,False,2,['PL'],"Animation,Drama,Short",6.5,1.0986122886681098
Sisa,"(8, 9]",1951,92,1.3862943611198906,2.3978952727983707,1.3862943611198906,0.0,26,movie,0.0,False,False,1,['PH'],Drama,8.5,0.6931471805599453
Rodean a los Casillas,"(6, 7]",2017,43,0.0,1.791759469228055,0.0,0.0,67,tvEpisode,0.0,False,False,1,['MX'],"Action,Crime,Drama",6.5,0.0
Sati Naag Kanya,"(5, 6]",1983,92,0.0,2.995732273553991,0.0,0.0,40,movie,0.0,False,False,1,['IN'],"Action,Adventure,Drama",5.5,0.0
A Fang-tastic Halloween,"(5, 6]",2020,40,0.0,3.332204510175204,0.6931471805599453,0.0,150,tvEpisode,0.0,False,False,1,"['US', 'CA']","Adventure,Animation,Comedy",5.5,0.0
Another Mirror,"(5, 6]",1977,5,0.0,2.772588722239781,0.0,0.0,4,short,0.0,False,False,1,['US'],Short,5.5,0.0
Routine Pleasures,"(6, 7]",1986,81,0.0,5.5254529391317835,0.6931471805599453,0.0,15,movie,0.0,False,False,3,"['GB', 'FR', 'XWG']",Documentary,6.5,2.3978952727983707
Jason's Lyric,"(6, 7]",1994,119,0.0,8.471358655072438,3.044522437723423,0.6931471805599453,154,movie,0.6931471805599453,False,False,19,['US'],"Crime,Drama,Romance",6.5,3.6888794541139363
ISPR Investigates: Ghosts of England,"(6, 7]",1999,70,0.0,3.295836866004329,0.0,0.0,26,video,0.0,False,False,1,"['US', 'GB']",Documentary,6.5,0.0
The Way of the Ninja,"(8, 9]",2014,43,0.0,6.96979066990159,0.6931471805599453,0.0,225,tvEpisode,0.0,False,False,1,['US'],"Comedy,Crime,Drama",8.5,1.6094379124341003
MTV Europe Music Awards Munich 2007,"(6, 7]",2007,82,0.0,3.784189633918261,0.6931471805599453,0.0,80,tvSpecial,0.0,False,False,2,"['DE', 'GB']",Music,6.5,0.0
"Whoopee, We're All Going to Die","(7, 8]",1993,40,0.0,3.367295829986474,0.0,0.0,37,tvEpisode,0.0,False,False,1,['GB'],Comedy,7.5,0.6931471805599453
Pisi Pisi,"(6, 7]",1975,92,0.0,5.438079308923196,0.6931471805599453,0.0,33,movie,0.0,False,False,1,['TR'],"Drama,Romance",6.5,0.0
Kyanpasu,"(6, 7]",2001,60,0.0,3.332204510175204,0.6931471805599453,0.0,22,tvMiniSeries,0.0,True,True,2,['JP'],"Adult,Animation,Drama",6.5,0.6931471805599453
Daytime Believer,"(7, 8]",2003,22,0.0,4.543294782270004,0.6931471805599453,0.0,38,tvEpisode,0.0,False,False,1,['US'],Comedy,7.5,0.6931471805599453
"La fleur de l'âge, ou Les adolescentes","(6, 7]",1964,80,0.0,4.343805421853684,2.5649493574615367,0.0,37,movie,0.0,False,False,5,"['FR', 'IT', 'CA', 'JP']",Drama,6.5,0.0
Shonen jidai,"(7, 8]",1990,119,2.772588722239781,5.44673737166631,1.3862943611198906,0.0,35,movie,1.6094379124341003,False,False,8,['JP'],Drama,7.5,1.9459101490553132
El milagro de sal,"(6, 7]",1958,90,0.0,3.1780538303479458,0.6931471805599453,0.0,34,movie,0.0,False,False,2,['CO'],Drama,6.5,0.6931471805599453
Kiske Efforts Hai Sabse Kam?,"(2, 3]",2023,40,0.0,1.9459101490553132,0.6931471805599453,0.0,16,tvEpisode,0.0,False,False,1,['IN'],Reality-TV,2.5,0.0
Luo tuo Xiang Zi,"(7, 8]",1982,123,2.4849066497880004,5.5093883366279774,3.8918202981106265,0.0,18,movie,2.1972245773362196,False,False,7,['CN'],Drama,7.5,1.6094379124341003
If I Can't Smoke and Swear. I'm Fucked,"(8, 9]",2003,23,0.0,6.598509028614515,2.3978952727983707,0.0,28,tvEpisode,0.0,False,False,1,['CA'],"Comedy,Crime",8.5,1.6094379124341003
Arabic Numeral Series 7,"(6, 7]",1981,11,0.0,3.091042453358316,0.0,0.0,1,short,0.0,False,False,1,['US'],Short,6.5,0.0
Nice Women,"(6, 7]",1931,92,0.0,3.5553480614894135,1.791759469228055,0.0,26,movie,0.0,False,False,5,['US'],"Comedy,Romance",6.5,0.6931471805599453
Karandash i klyaksa veselye okhotniki,"(6, 7]",1954,10,0.0,3.2188758248682006,2.0794415416798357,0.0,11,short,0.0,False,False,5,['SUHH'],"Animation,Music,Short",6.5,0.0
A Luta do Século,"(7, 8]",2016,92,0.6931471805599453,4.204692619390966,0.6931471805599453,0.0,23,movie,0.6931471805599453,False,False,1,['BR'],"Documentary,Sport",7.5,0.6931471805599453
L'America a Roma,"(6, 7]",1998,78,0.0,3.4339872044851463,0.0,0.0,16,movie,0.0,False,False,5,['IT'],Documentary,6.5,0.6931471805599453
Freefall,"(4, 5]",1994,96,0.0,6.587550014824796,2.3978952727983707,0.0,52,movie,0.0,False,False,17,"['ZA', 'US']","Action,Adventure,Drama",4.5,2.3978952727983707
We Had a Dream,"(7, 8]",2010,66,0.0,2.995732273553991,0.0,0.0,8,movie,0.0,False,False,1,['FR'],Documentary,7.5,0.0
Solicitor,"(6, 7]",1994,71,0.6931471805599453,3.044522437723423,0.0,0.0,11,video,0.0,False,True,1,['US'],Adult,6.5,0.6931471805599453
Crude Oil,"(6, 7]",2019,15,0.0,3.6635616461296463,2.4849066497880004,0.0,14,short,1.3862943611198906,False,False,1,['US'],Short,6.5,1.6094379124341003
Wielki wóz,"(5, 6]",1989,77,0.0,2.8903717578961645,1.3862943611198906,0.0,39,tvMovie,0.0,False,False,1,['PL'],War,5.5,0.0
The Secret Sharer,"(8, 9]",1973,30,0.0,2.995732273553991,0.0,0.0,17,short,0.0,False,False,3,['US'],"Drama,Short",8.5,0.6931471805599453
O Vitral e a Santa Morta,"(5, 6]",2008,7,0.0,3.2188758248682006,0.0,0.0,4,short,0.0,False,False,1,"['BR', 'PT']",Short,5.5,0.0
Waghar,"(3, 4]",2022,92,0.0,3.6635616461296463,2.0794415416798357,0.0,14,movie,0.0,False,False,2,['IN'],"Drama,Family",3.5,0.0
Kayfa tesrak millionaire,"(6, 7]",1968,100,0.0,4.2626798770413155,0.6931471805599453,0.0,23,movie,0.0,False,False,2,['EG'],Comedy,6.5,0.0
Feuerzauber,"(5, 6]",1977,86,0.0,3.8501476017100584,0.6931471805599453,0.0,38,tvEpisode,0.0,False,False,1,['XWG'],"Crime,Drama,Mystery",5.5,0.0
Sekushî chitai,"(6, 7]",1961,82,0.0,4.465908118654584,0.6931471805599453,0.0,19,movie,0.0,False,False,2,['JP'],Crime,6.5,1.0986122886681098
Muz z Londýna,"(4, 5]",1974,91,0.0,3.4339872044851463,4.653960350157523,0.0,65,movie,0.0,False,False,6,['CSHH'],"Comedy,Crime",4.5,0.0
Donkey Kong 3,"(5, 6]",1983,28,0.0,5.41610040220442,1.0986122886681098,0.0,4,videoGame,0.0,False,False,1,['JP'],"Action,Family",5.5,1.791759469228055
Defending Maldito 3D,"(8, 9]",2010,13,0.0,3.4339872044851463,1.3862943611198906,0.0,43,short,0.0,False,False,1,['CA'],"Comedy,Short",8.5,0.0
Bites,"(8, 9]",2013,3,0.0,2.302585092994046,1.0986122886681098,0.0,6,short,0.0,False,False,2,['US'],"Horror,Short",8.5,0.0
Brutal,"(6, 7]",1980,105,1.6094379124341003,5.049856007249537,1.0986122886681098,0.0,65,movie,2.6390573296152584,False,False,1,['PH'],Drama,6.5,1.0986122886681098
Zoro Shinwaza Sakuretsu! Katana no Na wa Sogeking?,"(7, 8]",2006,40,0.0,6.698268054115413,3.4657359027997265,0.0,31,tvEpisode,0.0,False,False,1,['JP'],"Action,Adventure,Animation",7.5,0.0
"Mastering the Blade with Orlando, Keira and Jack","(6, 7]",2006,16,0.0,2.772588722239781,1.0986122886681098,0.0,9,video,0.0,False,False,1,['US'],"Documentary,Short",6.5,0.0
Aunty's Romance,"(4, 5]",1912,13,0.0,3.332204510175204,0.0,0.0,10,short,0.0,False,False,1,['US'],"Drama,Short",4.5,0.6931471805599453
Playing with Pain,"(7, 8]",1997,40,0.0,2.302585092994046,0.0,0.0,26,tvEpisode,0.0,False,False,1,['US'],"Comedy,Sport",7.5,0.0
Dervis ve Aktör,"(8, 9]",2013,40,0.0,2.3978952727983707,0.0,0.0,39,tvEpisode,0.0,False,False,1,['TR'],"Comedy,Crime",8.5,0.0
From Roma with Love,"(6, 7]",2016,5,0.0,1.9459101490553132,1.0986122886681098,0.0,14,short,0.0,False,False,1,['US'],"Documentary,Short",6.5,0.0
4:0 v polzu Tanechki,"(6, 7]",1983,91,0.0,4.454347296253507,2.772588722239781,0.0,61,movie,0.0,False,False,4,['SUHH'],"Comedy,Family",6.5,0.0
La belle Américaine,"(6, 7]",1961,104,0.6931471805599453,6.565264970035361,2.833213344056216,0.0,92,movie,0.0,False,False,27,['FR'],Comedy,6.5,2.4849066497880004
Episode #12.35,"(3, 4]",2013,40,0.0,3.258096538021482,0.0,0.0,188,tvEpisode,0.0,False,False,7,['US'],"Documentary,Game-Show,Music",3.5,0.0
E adesso sesso,"(3, 4]",2001,90,0.0,5.220355825078324,0.6931471805599453,0.0,88,movie,0.0,False,False,2,['IT'],Comedy,3.5,1.0986122886681098
Zui jia pai dang 4: Qian li jiu chai po,"(5, 6]",1986,86,0.0,6.807934943699926,4.3694478524670215,0.0,56,movie,0.0,False,False,20,"['HK', 'NZ']","Action,Comedy",5.5,2.9444389791664403
Doodle Dimension/Moving Bubble Bass,"(6, 7]",2018,23,0.0,5.996452088619021,1.9459101490553132,0.0,79,tvEpisode,0.0,False,False,1,['US'],"Animation,Comedy,Family",6.5,0.0
Muntra fruarna i Windsor,"(6, 7]",1998,81,0.0,2.3978952727983707,0.0,0.0,70,tvMovie,0.0,False,False,1,['SE'],Comedy,6.5,0.0
Garzey no tsubasa,"(3, 4]",1996,30,0.0,5.351858133476067,2.0794415416798357,0.0,159,tvMiniSeries,0.0,True,False,4,['JP'],"Action,Animation,Fantasy",3.5,2.0794415416798357
Dve skazki,"(7, 8]",1962,16,0.0,4.382026634673881,1.3862943611198906,0.0,28,short,0.0,False,False,5,['SUHH'],"Animation,Short",7.5,0.0
Nuestra situación,"(8, 9]",2020,40,0.0,2.1972245773362196,0.6931471805599453,0.0,63,tvEpisode,0.0,False,False,1,['MX'],"Action,Adventure,Drama",8.5,0.0
Florida Road,"(7, 8]",2010,104,0.0,3.828641396489095,1.0986122886681098,0.6931471805599453,46,movie,0.0,False,False,1,['US'],Drama,7.5,0.6931471805599453
The Squaw,"(8, 9]",1975,60,0.0,5.231108616854587,0.6931471805599453,0.0,35,tvEpisode,0.0,False,False,1,['US'],Western,8.5,1.9459101490553132
HAARP Attack,"(6, 7]",1999,43,0.0,3.8066624897703196,2.1972245773362196,0.0,76,tvEpisode,0.0,False,False,1,['US'],"Action,Drama,Sci-Fi",6.5,0.0
Ramona,"(7, 8]",1988,53,0.0,5.459585514144159,0.6931471805599453,0.0,105,tvSeries,1.0986122886681098,True,False,5,['CA'],"Drama,Family",7.5,2.1972245773362196
Capital Punishment,"(5, 6]",1925,67,0.6931471805599453,4.343805421853684,2.3978952727983707,0.0,27,movie,0.0,False,False,9,['US'],Drama,5.5,1.6094379124341003
Le berceau de cristal,"(6, 7]",1976,80,0.0,4.897839799950911,1.0986122886681098,0.0,17,movie,0.0,False,False,3,['FR'],Drama,6.5,0.6931471805599453
Gdy pada deszcz,"(6, 7]",2021,45,0.0,2.4849066497880004,0.0,0.0,272,tvEpisode,0.0,False,False,1,['PL'],"Biography,Drama,Romance",6.5,0.0
"Goodbye, New York","(4, 5]",1985,92,0.0,4.990432586778736,2.0794415416798357,0.0,103,movie,0.0,False,False,6,"['IL', 'US']","Comedy,Drama,Romance",4.5,2.3978952727983707
Beef: You Are What You Eat,"(5, 6]",2007,90,0.0,3.1354942159291497,0.6931471805599453,0.0,22,video,0.0,False,False,1,['US'],Horror,5.5,0.0
Episode #1.4,"(6, 7]",2014,40,0.0,3.58351893845611,0.6931471805599453,0.0,51,tvEpisode,0.0,False,False,7,['NL'],Drama,6.5,0.0
House of Enlightenment,"(8, 9]",2019,55,0.0,8.148445666243235,3.1780538303479458,0.0,768,tvEpisode,0.0,False,False,1,['US'],"Action,Drama,Sci-Fi",8.5,3.1354942159291497
"Vera, the Horse Thief","(7, 8]",1984,30,0.0,4.127134385045092,0.0,0.0,32,tvEpisode,0.0,False,False,1,['US'],Comedy,7.5,0.0
The Slaves of Jedikiah: Part 1,"(6, 7]",1973,40,0.0,3.6375861597263857,1.9459101490553132,0.0,22,tvEpisode,0.0,False,False,1,['GB'],"Drama,Fantasy,Sci-Fi",6.5,1.0986122886681098
O Que Você Não Sabia Sobre o Humor Brasileiro,"(4, 5]",2022,53,0.0,2.302585092994046,1.3862943611198906,0.0,39,tvSeries,0.0,True,False,2,['BR'],"Comedy,Documentary,Family",4.5,0.0
Episode #3.8,"(8, 9]",2021,40,0.0,5.225746673713202,0.6931471805599453,0.0,161,tvEpisode,0.0,False,False,7,['GB'],"Comedy,Drama",8.5,0.6931471805599453
Cruising Angels,"(6, 7]",1979,50,0.0,5.241747015059643,1.791759469228055,0.0,61,tvEpisode,0.0,False,False,1,['US'],"Action,Adventure,Crime",6.5,0.6931471805599453
I Don't Want to Do This Without You,"(7, 8]",2011,43,0.0,5.4638318050256105,1.791759469228055,0.0,188,tvEpisode,0.0,False,False,1,['US'],"Comedy,Drama",7.5,0.0
The Beaux Stratagem,"(9, 10]",1978,40,0.0,2.5649493574615367,0.0,0.0,24,tvEpisode,0.0,False,False,1,['GB'],Drama,9.5,0.6931471805599453
Grandma Jack,"(8, 9]",1983,30,0.0,5.472270673671475,0.6931471805599453,0.0,59,tvEpisode,0.0,False,False,1,['US'],Comedy,8.5,0.0
A Mid-Summer Night's Barbecue,"(6, 7]",1991,40,0.0,2.772588722239781,0.0,0.0,75,tvEpisode,0.0,False,False,1,['US'],Comedy,6.5,0.0
Chintu Ka Birthday,"(7, 8]",2020,92,2.3978952727983707,8.472823243680297,2.70805020110221,0.6931471805599453,89,movie,2.5649493574615367,False,False,3,['IN'],"Comedy,Drama,War",7.5,4.969813299576001
Second Sense,"(7, 8]",1996,25,0.0,3.5263605246161616,1.0986122886681098,0.0,51,tvEpisode,0.0,False,False,1,['GB'],"Crime,Drama",7.5,0.6931471805599453
#blowjobs,"(5, 6]",2015,28,0.0,2.0794415416798357,0.0,0.0,106,tvEpisode,0.0,False,False,1,['NL'],Drama,5.5,0.0
Episode #1.25,"(5, 6]",2019,40,0.0,2.1972245773362196,0.6931471805599453,0.0,147,tvEpisode,0.0,False,False,7,['AU'],Drama,5.5,0.0
Warpath Showdown,"(7, 8]",2021,6,0.0,2.1972245773362196,0.6931471805599453,0.0,21,video,0.0,False,False,2,"['CN', 'UA']","Short,War",7.5,0.0
My Sister's Business,"(3, 4]",1970,65,0.0,3.258096538021482,0.6931471805599453,0.0,20,movie,0.0,False,False,2,['US'],Drama,3.5,0.6931471805599453
The Big Fix,"(7, 8]",1986,24,0.0,4.7535901911063645,0.6931471805599453,0.0,26,tvEpisode,0.0,False,False,1,['US'],"Comedy,Drama,Family",7.5,0.0
Nixon by Nixon: In His Own Words,"(7, 8]",2014,71,0.0,6.419994928147142,2.3978952727983707,0.0,79,movie,1.3862943611198906,False,False,8,['US'],Documentary,7.5,1.791759469228055
Alfred Hitchcock Presents,"(7, 8]",1985,22,1.0986122886681098,8.108623268354595,5.517452896464707,0.0,1002,tvSeries,2.70805020110221,True,False,21,['US'],"Crime,Drama,Mystery",7.5,2.0794415416798357
Schulmädchen-Report 4. Teil - Was Eltern oft verzweifeln lässt,"(4, 5]",1972,88,0.0,6.0330862217988015,2.302585092994046,0.0,48,movie,0.0,False,False,12,['XWG'],"Comedy,Drama,Romance",4.5,2.9444389791664403
Pulimurugan,"(6, 7]",2016,161,2.833213344056216,9.058586816748646,2.1972245773362196,0.6931471805599453,98,movie,1.3862943611198906,False,False,3,['IN'],"Action,Thriller",6.5,3.8918202981106265
Where Mothbloods Bloom,"(7, 8]",2017,17,0.0,2.3978952727983707,2.0794415416798357,0.0,84,short,0.0,False,False,1,['US'],"Drama,Short",7.5,0.0
Monsters of California,"(4, 5]",2023,110,0.0,6.687108607866515,2.3978952727983707,0.6931471805599453,115,movie,0.0,False,False,10,['US'],"Adventure,Sci-Fi",4.5,3.6888794541139363
"I Have No Mouth, and I Must Scream","(8, 9]",1995,28,0.6931471805599453,5.796057750765372,1.0986122886681098,0.0,58,videoGame,0.0,False,False,2,['US'],"Horror,Sci-Fi,Thriller",8.5,2.302585092994046
One Step to Darkness,"(7, 8]",1975,60,0.0,4.430816798843313,1.0986122886681098,0.0,43,tvEpisode,0.0,False,False,1,['US'],"Adventure,Drama,Western",7.5,1.3862943611198906
Cop Suey,"(7, 8]",1994,40,0.0,5.2574953720277815,0.6931471805599453,0.0,106,tvEpisode,0.0,False,False,1,['US'],"Crime,Drama,Mystery",7.5,0.6931471805599453
Doggy See Evil,"(8, 9]",2017,2,0.0,1.9459101490553132,1.0986122886681098,0.0,6,short,0.0,False,False,1,['US'],"Horror,Short",8.5,1.3862943611198906
The Amorous Adventures of Moll Flanders,"(5, 6]",1965,126,0.0,6.551080335043404,3.2188758248682006,0.0,100,movie,0.6931471805599453,False,False,22,['GB'],"Comedy,Romance",5.5,2.995732273553991
Aragon - L'an 2000 n'aura pas lieu,"(7, 8]",1999,187,0.0,2.1972245773362196,0.6931471805599453,0.0,15,movie,0.0,False,False,1,['FR'],Drama,7.5,0.0
Jumanji: Epic Run,"(5, 6]",2019,28,0.0,2.1972245773362196,0.6931471805599453,0.0,1,videoGame,0.0,False,False,1,['AU'],Adventure,5.5,0.0
Goose for the Gander/Stuntman,"(7, 8]",1979,60,0.0,4.276666119016055,0.6931471805599453,0.0,53,tvEpisode,0.0,False,False,1,['US'],"Adventure,Family,Fantasy",7.5,1.3862943611198906
Stolen: One Husband,"(5, 6]",1990,88,0.0,4.499809670330265,1.6094379124341003,0.0,69,tvMovie,0.0,False,False,10,['US'],Comedy,5.5,1.0986122886681098
Spätlese,"(6, 7]",1977,94,0.0,4.48863636973214,0.6931471805599453,0.0,34,tvEpisode,0.0,False,False,1,['XWG'],"Crime,Drama,Mystery",6.5,0.0
Yamiiro rapusodî,"(8, 9]",2008,23,0.0,3.1780538303479458,0.6931471805599453,0.0,16,tvEpisode,0.0,False,False,1,['JP'],"Action,Adventure,Animation",8.5,0.0
Her Fame and Shame,"(5, 6]",1917,25,0.0,3.367295829986474,1.0986122886681098,0.0,21,short,0.0,False,False,2,['US'],"Comedy,Short",5.5,1.0986122886681098
Who's There,"(4, 5]",2017,13,0.0,1.791759469228055,1.3862943611198906,0.0,13,short,0.0,False,False,1,['US'],"Horror,Short",4.5,0.0
I Hate My 30's,"(6, 7]",2007,53,0.0,5.552959584921617,2.4849066497880004,0.0,99,tvSeries,0.6931471805599453,True,False,1,['US'],Comedy,6.5,1.9459101490553132
Det elektriske Hotel,"(5, 6]",1916,8,0.0,1.9459101490553132,0.0,0.0,1,short,0.0,False,False,1,['DK'],"Comedy,Short",5.5,0.0
Battledream Chronicle,"(7, 8]",2015,108,2.3978952727983707,4.2626798770413155,1.9459101490553132,0.0,16,movie,3.6109179126442243,False,False,1,['MQ'],"Animation,Sci-Fi",7.5,1.791759469228055
The Actress,"(6, 7]",1928,70,1.0986122886681098,3.4657359027997265,2.833213344056216,0.0,23,movie,0.0,False,False,13,['US'],"Comedy,Drama",6.5,0.0
Episode #1.1,"(5, 6]",2003,45,0.0,3.4657359027997265,0.0,0.0,62,tvEpisode,0.0,False,False,7,['US'],"Comedy,Music,Talk-Show",5.5,0.0
The Rosebud Beach Hotel,"(4, 5]",1984,83,0.0,5.834810737062605,1.6094379124341003,0.0,84,movie,0.0,False,False,5,['US'],"Comedy,Music",4.5,2.8903717578961645
Hateman,"(4, 5]",1987,95,0.0,4.418840607796598,1.3862943611198906,0.0,41,movie,0.0,False,False,5,['US'],"Action,Adventure",4.5,1.0986122886681098
Bad for Business,"(8, 9]",2015,26,0.0,4.1588830833596715,1.0986122886681098,0.0,58,tvEpisode,0.0,False,False,1,['AU'],"Adventure,Comedy,Drama",8.5,0.0
"Behold, the Beast","(7, 8]",1998,40,0.0,2.772588722239781,0.6931471805599453,0.0,29,tvEpisode,0.0,False,False,1,['US'],"Action,Adventure,Animation",7.5,0.0
Episode #1.3,"(7, 8]",1973,30,0.0,3.4011973816621555,1.3862943611198906,0.0,29,tvEpisode,0.0,False,False,7,['US'],"Comedy,Game-Show",7.5,0.0
Els anys salvatges,"(6, 7]",2013,92,0.6931471805599453,3.1780538303479458,0.6931471805599453,0.0,21,movie,1.3862943611198906,False,False,5,"['ES', 'ET']","Adventure,Comedy,Drama",6.5,0.0
Antarctic Expedition: Sir George Newnes' Farewell to Officers and Crew,"(4, 5]",1898,1,0.0,2.772588722239781,0.6931471805599453,0.0,1,short,0.0,False,False,1,['GB'],"News,Short",4.5,0.0
Ek Naya Rishta,"(7, 8]",1988,92,0.0,3.258096538021482,0.6931471805599453,0.0,84,movie,0.0,False,False,2,['IN'],Family,7.5,0.6931471805599453
Someone to Believe In,"(7, 8]",1994,60,0.0,3.713572066704308,0.6931471805599453,0.0,76,tvEpisode,0.0,False,False,1,"['CA', 'US']","Adventure,Drama,Family",7.5,0.0
La liberté surveillée,"(5, 6]",1958,93,0.0,3.1780538303479458,1.6094379124341003,0.0,34,movie,0.0,False,False,12,"['FR', 'CSHH']","Drama,Romance",5.5,0.6931471805599453
Jui gaai paak dong: Jui gai paak dong,"(4, 5]",1997,92,0.0,5.0238805208462765,1.0986122886681098,0.0,21,movie,0.0,False,False,7,['HK'],Action,4.5,1.9459101490553132
