originalTitle,rating,startYear,runtimeMinutes,numVotes,totalImages,totalVideos,totalCredits,titleType,canHaveEpisodes,isRatable,isAdult,numRegions,ratingCount,countryOfOrigin,genres,ratingMean,ReviewsTotal,nominations
The Dossier Case,"(9, 10]",2012,40,2.302585092994046,1,0,4.672828834461906,short,False,True,False,0.6931471805599453,9,['AU'],"Adventure,Comedy,Short",9.5,0.0,1.9459101490553132
The Mysterious Rain Shelter! Nyasper Is Watching!!,"(7, 8]",2014,21,4.6913478822291435,2,0,4.836281906951478,tvEpisode,False,True,False,0.6931471805599453,108,['JP'],"Action,Adventure,Animation",7.5,0.0,0.0
Hoodlum Priest and the Gold Mint,"(5, 6]",1968,80,3.2188758248682006,1,0,2.302585092994046,movie,False,True,False,1.0986122886681098,24,['JP'],"Action,Crime",5.5,0.6931471805599453,0.0
Episode #2.46,"(8, 9]",1976,40,2.6390573296152584,0,0,4.007333185232471,tvEpisode,False,True,False,2.0794415416798357,13,['US'],"Comedy,Romance",8.5,0.0,0.0
The Switchman,"(7, 8]",1996,40,5.877735781779639,7,0,4.290459441148391,tvEpisode,False,True,False,0.6931471805599453,356,['US'],"Action,Adventure,Crime",7.5,2.4849066497880004,0.0
Ad Fundum,"(6, 7]",1993,98,7.274479558773871,3,0,4.477336814478207,movie,False,True,False,1.3862943611198906,1442,['BE'],Drama,6.5,2.1972245773362196,1.0986122886681098
Achtunddreißig fünf,"(8, 9]",1993,28,3.258096538021482,0,0,3.828641396489095,tvEpisode,False,True,False,0.6931471805599453,25,['DE'],"Comedy,Family",8.5,0.0,0.0
Hush,"(6, 7]",2007,81,1.9459101490553132,0,0,3.091042453358316,tvMovie,False,True,False,0.6931471805599453,6,['AU'],Comedy,6.5,0.0,0.0
The Colour of Money,"(6, 7]",2009,53,2.4849066497880004,1,0,3.044522437723423,tvSeries,True,True,False,0.6931471805599453,11,['GB'],Game-Show,6.5,0.0,0.0
Slave,"(2, 3]",2012,110,3.6375861597263857,1,0,4.382026634673881,movie,False,True,False,1.0986122886681098,37,"['CY', 'DE']","Crime,Thriller",2.5,0.0,0.0
And Away We Go!,"(7, 8]",1989,48,4.51085950651685,1,0,4.23410650459726,tvEpisode,False,True,False,0.6931471805599453,90,['US'],"Drama,Romance",7.5,0.0,0.0
Tricky Business,"(5, 6]",1995,71,4.59511985013459,0,0,2.1972245773362196,video,False,True,True,0.6931471805599453,98,['US'],Adult,5.5,0.0,0.0
Mea Culpa,"(7, 8]",2018,50,4.3694478524670215,0,0,5.0689042022202315,tvEpisode,False,True,False,0.6931471805599453,78,"['IT', 'FR']","Drama,Mystery",7.5,0.6931471805599453,0.0
Ice Bound,"(6, 7]",2003,89,6.418364935936212,71,0,4.852030263919617,tvMovie,False,True,False,2.302585092994046,612,"['CA', 'US']",Drama,6.5,2.833213344056216,0.6931471805599453
No More Mr. Nice Guy,"(7, 8]",2018,42,5.424950017481403,4,2,5.231108616854587,tvEpisode,False,True,False,0.6931471805599453,226,['US'],"Drama,Sci-Fi,Thriller",7.5,1.0986122886681098,0.0
"Six Man, Texas","(8, 9]",2008,71,2.8903717578961645,1,0,3.7612001156935624,movie,False,True,False,0.6931471805599453,17,['US'],Documentary,8.5,1.9459101490553132,0.6931471805599453
Hanadama: Gen'ei,"(6, 7]",2016,83,3.58351893845611,1,0,3.6635616461296463,movie,False,True,False,1.6094379124341003,35,['JP'],"Drama,Thriller",6.5,1.0986122886681098,0.0
State's Attorney,"(6, 7]",1932,79,6.016157159698354,30,0,4.204692619390966,movie,False,True,False,2.3978952727983707,408,['US'],Drama,6.5,2.995732273553991,0.0
Karo and Piyobupt: Ame no Hi,"(5, 6]",1993,4,2.8903717578961645,1,0,1.3862943611198906,short,False,True,False,1.791759469228055,17,['JP'],"Animation,Short",5.5,0.0,0.0
Episode #1.4,"(6, 7]",2023,43,4.07753744390572,1,0,5.1298987149230735,tvEpisode,False,True,False,2.0794415416798357,59,['SE'],"Crime,Drama,Mystery",6.5,0.0,0.0
Saknys karcios,"(8, 9]",2016,17,2.8903717578961645,10,0,3.1780538303479458,short,False,True,False,1.0986122886681098,17,['LT'],"Drama,Short",8.5,0.0,1.0986122886681098
Mary & Adam,"(6, 7]",2018,41,3.6109179126442243,1,0,3.7376696182833684,tvEpisode,False,True,False,0.6931471805599453,36,['US'],"Reality-TV,Romance",6.5,0.0,0.0
Hallucination musicale,"(6, 7]",1906,6,2.5649493574615367,0,0,1.0986122886681098,short,False,True,False,1.0986122886681098,12,['FR'],Short,6.5,0.0,0.0
Gamma Level: Radioactive,"(8, 9]",1996,25,2.70805020110221,1,0,4.110873864173311,tvEpisode,False,True,False,0.6931471805599453,14,['AU'],"Action,Adventure,Family",8.5,1.0986122886681098,0.0
Le magicien,"(6, 7]",1898,1,6.927557906278317,7,0,1.3862943611198906,short,False,True,False,2.0794415416798357,1021,['FR'],"Fantasy,Horror,Short",6.5,2.5649493574615367,0.0
New Roles,"(9, 10]",2020,40,3.784189633918261,1,0,3.912023005428146,tvEpisode,False,True,False,0.6931471805599453,43,['IN'],Drama,9.5,0.0,0.0
David Lomas Investigates,"(9, 10]",2020,53,3.091042453358316,3,0,2.302585092994046,tvSeries,True,True,False,1.0986122886681098,21,['NZ'],Reality-TV,9.5,0.6931471805599453,0.0
Una leyenda de amor,"(7, 8]",1982,101,2.772588722239781,2,0,3.6375861597263857,movie,False,True,False,0.6931471805599453,15,['MX'],"Drama,Romance",7.5,0.0,0.6931471805599453
Les p'tites têtes,"(3, 4]",1982,77,3.332204510175204,1,0,4.02535169073515,movie,False,True,False,1.0986122886681098,27,['FR'],Comedy,3.5,0.0,0.0
Throne for a Loss,"(5, 6]",1966,6,2.5649493574615367,0,0,2.4849066497880004,short,False,True,False,0.6931471805599453,12,['US'],"Animation,Short",5.5,0.0,0.0
Falling for You,"(9, 10]",2016,40,2.5649493574615367,1,0,4.852030263919617,tvEpisode,False,True,False,0.6931471805599453,12,['CA'],"Family,Music",9.5,0.0,0.0
Defund,"(5, 6]",2021,14,2.995732273553991,6,0,3.091042453358316,short,False,True,False,0.6931471805599453,19,['CA'],Short,5.5,1.0986122886681098,1.6094379124341003
His Favorite Pastime,"(4, 5]",1914,16,7.134093721192866,10,0,2.995732273553991,short,False,True,False,2.833213344056216,1253,['US'],"Comedy,Short",4.5,3.091042453358316,0.0
I sette del gruppo selvaggio,"(4, 5]",1975,92,4.248495242049359,1,0,3.828641396489095,movie,False,True,False,2.302585092994046,69,['IT'],Western,4.5,1.6094379124341003,0.0
La caperucita roja,"(5, 6]",1960,85,4.9344739331306915,2,0,4.204692619390966,movie,False,True,False,1.791759469228055,138,['MX'],"Drama,Fantasy",5.5,2.3978952727983707,0.0
Vingt et une nuits avec Pattie,"(6, 7]",2015,92,6.523562306149512,3,1,4.48863636973214,movie,False,True,False,2.772588722239781,680,['FR'],"Comedy,Drama,Mystery",6.5,3.295836866004329,2.0794415416798357
"Duck! Rabbit, Duck!","(8, 9]",1953,7,8.200837258379849,15,0,2.8903717578961645,short,False,True,False,2.5649493574615367,3643,['US'],"Adventure,Animation,Comedy",8.5,3.332204510175204,0.0
Ganz feine Leute,"(6, 7]",1980,24,3.367295829986474,0,0,1.3862943611198906,tvEpisode,False,True,False,0.6931471805599453,28,['JP'],"Adventure,Animation,Comedy",6.5,0.0,0.0
My So-Called Life: My So-Called Life Story,"(9, 10]",2007,24,2.8903717578961645,0,0,3.4339872044851463,video,False,True,False,0.6931471805599453,17,['US'],"Documentary,Short",9.5,0.0,0.0
Now You See It,"(7, 8]",2017,3,3.8066624897703196,1,0,2.0794415416798357,short,False,True,False,1.0986122886681098,44,['GB'],"Animation,Short",7.5,0.0,0.0
Rose,"(6, 7]",2014,92,2.9444389791664403,1,1,2.9444389791664403,movie,False,True,False,0.6931471805599453,18,['IN'],"Drama,Romance",6.5,0.0,0.0
The Sins of the Fathers,"(8, 9]",1970,40,4.290459441148391,11,0,3.7612001156935624,tvEpisode,False,True,False,0.6931471805599453,72,['US'],Western,8.5,1.9459101490553132,0.0
Dao,"(6, 7]",1995,105,8.201111644442758,15,0,4.718498871295094,movie,False,True,False,2.995732273553991,3645,"['HK', 'CN']",Action,6.5,4.02535169073515,1.3862943611198906
JFK: The Final Evidence,"(7, 8]",2023,129,3.4965075614664802,5,0,3.044522437723423,tvMiniSeries,True,True,False,1.0986122886681098,32,['GB'],"Action,Crime,Documentary",7.5,0.0,0.0
Colours,"(6, 7]",2003,20,3.4657359027997265,2,0,3.4657359027997265,short,False,True,False,0.6931471805599453,31,['ES'],"Comedy,Short",6.5,0.6931471805599453,0.6931471805599453
You Never Left,"(7, 8]",2010,8,2.70805020110221,5,0,3.332204510175204,short,False,True,False,0.6931471805599453,14,['US'],Short,7.5,0.0,0.0
Histoire de rire,"(6, 7]",1941,92,2.8903717578961645,1,0,3.1780538303479458,movie,False,True,False,2.4849066497880004,17,['FR'],Comedy,6.5,0.6931471805599453,0.0
In His Father's House,"(7, 8]",1981,49,4.454347296253507,1,0,4.454347296253507,tvEpisode,False,True,False,0.6931471805599453,85,['US'],"Drama,Romance",7.5,0.6931471805599453,0.0
Disco,"(7, 8]",2013,29,2.3978952727983707,0,0,4.204692619390966,short,False,True,False,1.0986122886681098,10,['FI'],"Documentary,Short",7.5,0.0,0.0
Heaven Scent,"(6, 7]",1997,40,4.804021044733257,3,0,4.718498871295094,tvEpisode,False,True,False,0.6931471805599453,121,['US'],"Drama,Romance",6.5,1.0986122886681098,0.0
Soft Like Me,"(6, 7]",1996,26,4.110873864173311,2,0,3.044522437723423,short,False,True,False,1.0986122886681098,60,['CA'],Short,6.5,1.0986122886681098,0.0
Candid Candid Camera Volume 6,"(4, 5]",1987,60,3.871201010907891,6,0,2.4849066497880004,video,False,True,False,0.6931471805599453,47,['US'],"Comedy,Reality-TV",4.5,0.0,0.0
The vow of obedience (An obedient hostage),"(8, 9]",2022,13,2.0794415416798357,1,0,1.3862943611198906,short,False,True,False,0.6931471805599453,7,['RU'],"Drama,Short",8.5,0.0,0.0
Wake up! Kabigon!,"(7, 8]",1998,22,6.313548046277095,2,0,3.6888794541139363,tvEpisode,False,True,False,0.6931471805599453,551,['JP'],"Action,Adventure,Animation",7.5,0.0,0.0
1647: Imaginary Friends,"(7, 8]",1992,28,2.6390573296152584,1,0,3.2188758248682006,tvEpisode,False,True,False,0.6931471805599453,13,['US'],"Family,Fantasy,Music",7.5,0.0,0.0
The Diplomat,"(7, 8]",2023,50,11.030816865301732,62,5,6.520621127558696,tvSeries,True,True,False,3.2188758248682006,61851,"['GB', 'US']","Comedy,Drama,Thriller",7.5,6.19644412779452,3.258096538021482
Don't Shoot Me Close-up,"(8, 9]",2017,11,2.1972245773362196,2,0,2.0794415416798357,short,False,True,False,0.6931471805599453,8,['AZ'],"Comedy,Drama,Short",8.5,0.0,0.0
Pillow Talk,"(7, 8]",1988,47,4.624972813284271,2,0,4.290459441148391,tvEpisode,False,True,False,0.6931471805599453,101,['US'],"Drama,Romance",7.5,0.6931471805599453,0.0
The Uninvited,"(3, 4]",2008,97,7.029087564149662,1,1,3.828641396489095,movie,False,True,False,1.3862943611198906,1128,['US'],"Horror,Thriller",3.5,3.091042453358316,0.0
Fallout: The Wastes,"(7, 8]",2011,12,2.833213344056216,2,0,3.258096538021482,short,False,True,False,0.6931471805599453,16,['US'],"Action,Short",7.5,0.0,0.0
Japan: The Future,"(7, 8]",2008,46,3.2188758248682006,2,0,2.9444389791664403,tvEpisode,False,True,False,0.6931471805599453,24,['CA'],"Adventure,Documentary",7.5,0.0,0.0
Christmas Is,"(4, 5]",1970,30,4.912654885736052,3,0,3.6888794541139363,tvMovie,False,True,False,0.6931471805599453,135,['US'],"Animation,Family",4.5,2.302585092994046,0.0
Hae-pi Too-ge-deo,"(7, 8]",1999,65,3.8501476017100584,20,0,2.3978952727983707,tvSeries,True,True,False,1.791759469228055,46,['KR'],"Comedy,Drama,Romance",7.5,1.0986122886681098,0.0
Home Is Where the Hart Is,"(4, 5]",1987,94,5.062595033026967,2,0,4.584967478670572,movie,False,True,False,2.1972245773362196,157,['CA'],Comedy,4.5,1.3862943611198906,0.0
Manila,"(6, 7]",2006,6,3.4965075614664802,1,0,2.3978952727983707,short,False,True,False,0.6931471805599453,32,['IT'],Short,6.5,0.0,0.6931471805599453
Episode #3.8,"(5, 6]",1997,40,2.0794415416798357,0,0,1.6094379124341003,tvEpisode,False,True,False,2.0794415416798357,7,['GB'],"Comedy,Talk-Show",5.5,0.0,0.0
"The Forbidden City, Pekin","(3, 4]",1901,13,3.7376696182833684,1,0,1.0986122886681098,short,False,True,False,1.0986122886681098,41,['US'],"Documentary,Short",3.5,0.6931471805599453,0.0
The Punished,"(8, 9]",2012,94,2.6390573296152584,1,0,4.174387269895637,movie,False,True,False,1.0986122886681098,13,['US'],Thriller,8.5,0.0,0.0
Post Telefonic Suspendat Temporar,"(6, 7]",2002,14,1.791759469228055,0,0,1.3862943611198906,short,False,True,False,1.6094379124341003,5,['RO'],Short,6.5,0.0,0.0
The Incorrigible Dukane,"(6, 7]",1915,40,3.4011973816621555,2,0,2.8903717578961645,short,False,True,False,0.6931471805599453,29,['US'],"Comedy,Romance,Short",6.5,1.3862943611198906,0.0
Facing Fearful Odds,"(7, 8]",1974,51,4.48863636973214,2,0,3.713572066704308,tvEpisode,False,True,False,0.6931471805599453,88,['GB'],Drama,7.5,1.3862943611198906,0.0
Dokunmayin Sabanima,"(7, 8]",1979,92,8.340933226000878,6,0,3.9512437185814275,movie,False,True,False,0.6931471805599453,4194,['TR'],"Comedy,Romance",7.5,0.0,0.0
When Flanders Failed,"(8, 9]",1991,30,8.328209491748732,5,0,5.099866427824199,tvEpisode,False,True,False,0.6931471805599453,4146,['US'],"Animation,Comedy",8.5,2.0794415416798357,0.0
Unsere deutschen Kleinstädter,"(8, 9]",1964,90,2.5649493574615367,0,0,2.9444389791664403,tvMovie,False,True,False,0.6931471805599453,12,['XWG'],Comedy,8.5,0.0,0.0
Der Fangschuß,"(6, 7]",1976,92,7.275172319452771,10,0,3.7612001156935624,movie,False,True,False,3.044522437723423,1443,"['FR', 'XWG']","Drama,War",6.5,3.1780538303479458,1.6094379124341003
Maldoror,"(6, 7]",1977,100,3.044522437723423,2,0,3.1354942159291497,movie,False,True,False,0.6931471805599453,20,['IT'],"Drama,Romance",6.5,0.0,0.0
Ikke Uten Min Søster,"(5, 6]",2021,40,2.833213344056216,0,0,4.532599493153256,tvEpisode,False,True,False,0.6931471805599453,16,['NO'],"Comedy,Drama",5.5,0.0,0.0
Predator: Dark Ages,"(6, 7]",2015,27,7.959625305098115,16,0,5.5134287461649825,short,False,True,False,1.791759469228055,2865,['GB'],"Action,Horror,Sci-Fi",6.5,3.7612001156935624,0.0
Haven: Origins,"(6, 7]",2014,53,2.995732273553991,5,0,4.406719247264253,tvSeries,True,True,False,1.3862943611198906,19,['US'],Drama,6.5,0.0,0.0
Mimara,"(7, 8]",1991,30,2.772588722239781,0,0,2.1972245773362196,short,False,True,False,0.6931471805599453,15,['HR'],Short,7.5,0.0,0.0
El Banat Ayza Eih,"(5, 6]",1980,92,4.564348191467836,3,0,2.995732273553991,movie,False,True,False,0.6931471805599453,95,['EG'],"Comedy,Romance",5.5,0.0,0.0
Sundaranga Jaana,"(7, 8]",2016,92,4.04305126783455,34,1,2.9444389791664403,movie,False,True,False,0.6931471805599453,56,['IN'],Comedy,7.5,0.0,0.0
Angels Around Me,"(2, 3]",2013,93,4.6913478822291435,8,1,4.382026634673881,movie,False,True,False,1.3862943611198906,108,['US'],Action,2.5,0.6931471805599453,0.6931471805599453
Hyper Show,"(6, 7]",1983,40,2.302585092994046,0,0,4.007333185232471,tvEpisode,False,True,False,0.6931471805599453,9,['JP'],"Action,Adventure,Animation",6.5,0.0,0.0
Tangier,"(7, 8]",2014,40,5.472270673671475,2,0,5.303304908059076,tvEpisode,False,True,False,0.6931471805599453,237,['US'],"Drama,History,War",7.5,1.6094379124341003,0.0
The Best Laid Plans,"(8, 9]",1996,50,3.6375861597263857,2,0,4.394449154672439,tvEpisode,False,True,False,0.6931471805599453,37,['GB'],"Comedy,Crime,Drama",8.5,0.0,0.0
Dr. Henry Lee: The Modern Day Charlie Chan,"(5, 6]",2007,71,2.302585092994046,0,0,2.302585092994046,video,False,True,False,0.6931471805599453,9,['US'],"Documentary,Short",5.5,0.6931471805599453,0.0
Opie and the Carnival,"(7, 8]",1965,30,5.713732805509369,11,0,3.713572066704308,tvEpisode,False,True,False,0.6931471805599453,302,['US'],"Comedy,Family",7.5,1.6094379124341003,0.0
Pink Lips,"(4, 5]",2012,71,2.1972245773362196,0,0,3.258096538021482,video,False,True,True,0.6931471805599453,8,['US'],Adult,4.5,0.6931471805599453,0.0
Insatiable,"(6, 7]",1980,77,6.520621127558696,0,0,3.784189633918261,movie,False,True,True,2.1972245773362196,680,['US'],"Adult,Drama",6.5,3.332204510175204,0.0
Blondie,"(5, 6]",1985,90,2.3978952727983707,0,0,3.2188758248682006,movie,False,True,True,0.6931471805599453,10,['US'],Adult,5.5,0.6931471805599453,0.0
Three Wishes,"(5, 6]",1989,35,3.828641396489095,8,0,4.454347296253507,video,False,True,False,0.6931471805599453,45,['US'],"Family,Fantasy,Short",5.5,0.6931471805599453,0.0
Meet the Shannons,"(7, 8]",2011,44,4.852030263919617,1,0,5.198497031265826,tvEpisode,False,True,False,0.6931471805599453,127,['US'],"Crime,Drama,Mystery",7.5,0.6931471805599453,0.0
La fiera,"(7, 8]",1983,53,3.970291913552122,3,0,4.174387269895637,tvSeries,True,True,False,1.9459101490553132,52,['MX'],"Drama,Romance",7.5,0.0,1.0986122886681098
Drive Thru History,"(9, 10]",2005,53,5.0106352940962555,39,0,3.8918202981106265,tvSeries,True,True,False,0.6931471805599453,149,['US'],"Documentary,Family,History",9.5,1.791759469228055,0.0
Roast-Beef and Movies,"(3, 4]",1934,16,5.602118820879701,4,0,2.9444389791664403,short,False,True,False,0.6931471805599453,270,['US'],"Comedy,Music,Short",3.5,2.70805020110221,0.0
La Cucaracha,"(5, 6]",1998,95,6.025865973825314,10,0,5.2574953720277815,movie,False,True,False,2.3978952727983707,413,['US'],"Comedy,Crime,Drama",5.5,3.295836866004329,0.6931471805599453
Hokm al kawi,"(7, 8]",1951,103,3.091042453358316,2,0,2.3978952727983707,movie,False,True,False,1.0986122886681098,21,['EG'],Drama,7.5,0.0,0.0
Lulu's Curls,"(8, 9]",2009,13,1.791759469228055,1,0,3.2188758248682006,short,False,True,False,0.6931471805599453,5,['US'],"Comedy,Short",8.5,0.0,0.0
Shrinks Across the Sea,"(7, 8]",1975,40,4.6443908991413725,0,0,3.8501476017100584,tvEpisode,False,True,False,0.6931471805599453,103,['US'],Comedy,7.5,0.6931471805599453,0.0
Rondaus,"(6, 7]",1994,72,2.1972245773362196,0,0,3.8066624897703196,movie,False,True,False,0.6931471805599453,8,['FI'],Drama,6.5,0.0,0.0
S.O.B.,"(7, 8]",2009,45,8.069655306886165,4,0,4.990432586778736,tvEpisode,False,True,False,0.6931471805599453,3203,['US'],"Action,Crime,Drama",7.5,1.791759469228055,0.0
The Hurricane Heist,"(5, 6]",2018,103,10.030604667595593,50,51,6.476972362889683,movie,False,True,False,3.7376696182833684,22725,"['GB', 'US']","Action,Adventure,Crime",5.5,5.910796644040527,0.0
The Grandmothers,"(8, 9]",1971,25,4.709530201312334,27,0,3.4339872044851463,tvEpisode,False,True,False,0.6931471805599453,111,['US'],"Crime,Drama",8.5,1.0986122886681098,0.0
I Want to Be Him,"(7, 8]",2021,49,7.804659297056102,5,0,5.4680601411351315,tvEpisode,False,True,False,0.6931471805599453,2455,['US'],"Drama,Western",7.5,3.295836866004329,0.0
Verine John,"(5, 6]",1974,18,2.4849066497880004,9,0,1.9459101490553132,short,False,True,False,0.6931471805599453,11,['SUHH'],"Animation,Short",5.5,0.0,0.0
Fei zi ying xiong lian meng,"(4, 5]",2018,78,2.6390573296152584,16,0,3.6375861597263857,movie,False,True,False,1.6094379124341003,13,"['CN', 'TW']","Action,Comedy,Fantasy",4.5,0.0,0.0
Baggage,"(6, 7]",2007,22,5.062595033026967,2,0,4.543294782270004,tvEpisode,False,True,False,0.6931471805599453,157,['US'],"Comedy,Family",6.5,0.0,0.0
On Angel Wings,"(4, 5]",2014,28,3.8501476017100584,5,1,3.8918202981106265,tvMovie,False,True,False,1.791759469228055,46,['GB'],"Animation,Family",4.5,1.0986122886681098,0.0
Mozg Sovietskoi Rossii,"(5, 6]",1919,14,3.2188758248682006,1,0,1.9459101490553132,short,False,True,False,1.791759469228055,24,['RU'],"Documentary,Short",5.5,0.0,0.0
Episode #2.3,"(6, 7]",1987,40,2.70805020110221,0,0,3.6888794541139363,tvEpisode,False,True,False,2.0794415416798357,14,['GB'],Comedy,6.5,0.6931471805599453,0.0
La noche de Santa Isabel,"(8, 9]",2007,69,4.2626798770413155,1,0,5.123963979403259,tvEpisode,False,True,False,0.6931471805599453,70,['ES'],"Drama,Mystery,Thriller",8.5,0.0,0.0
The Absence of War,"(7, 8]",1995,90,3.5553480614894135,8,0,4.02535169073515,tvEpisode,False,True,False,0.6931471805599453,34,['GB'],Drama,7.5,0.6931471805599453,0.0
Trollstemt - Norsk folkemusikk,"(8, 9]",2023,39,2.302585092994046,1,0,4.007333185232471,tvSeries,True,True,False,0.6931471805599453,9,['NO'],"Documentary,Music",8.5,0.0,0.0
Crab Day,"(7, 8]",2023,13,4.406719247264253,4,0,2.4849066497880004,short,False,True,False,0.6931471805599453,81,['GB'],"Animation,Short",7.5,1.3862943611198906,1.6094379124341003
La Reina de Indias y el Conquistador,"(6, 7]",2020,50,5.424950017481403,52,1,5.043425116919247,tvSeries,True,True,False,2.8903717578961645,226,['CO'],"Drama,History",6.5,3.2188758248682006,0.6931471805599453
Saat Saheliyan,"(5, 6]",2010,92,3.1354942159291497,1,0,2.995732273553991,movie,False,True,False,0.6931471805599453,22,['IN'],"Action,Comedy,Drama",5.5,0.0,0.0
Vision Shorts,"(9, 10]",2010,81,3.1354942159291497,1,0,1.9459101490553132,tvMovie,False,True,False,0.6931471805599453,22,['GB'],Documentary,9.5,1.3862943611198906,0.0
The Jacaranda,"(8, 9]",2022,71,1.791759469228055,2,0,2.5649493574615367,video,False,True,False,0.6931471805599453,5,['GB'],"Music,Short",8.5,0.0,0.0
Together Alone,"(7, 8]",1991,87,4.867534450455582,2,0,2.302585092994046,movie,False,True,False,1.6094379124341003,129,['US'],Drama,7.5,1.9459101490553132,1.3862943611198906
Humanoids from Atlantis,"(4, 5]",1992,45,4.700480365792417,3,0,3.4965075614664802,movie,False,True,False,1.0986122886681098,109,['US'],"Action,Comedy,Sci-Fi",4.5,1.6094379124341003,0.0
Dnes naposled,"(8, 9]",1958,99,4.718498871295094,74,0,4.0943445622221,movie,False,True,False,1.6094379124341003,111,['CSHH'],Drama,8.5,0.6931471805599453,0.0
Gold Rush: The Legend of Porcupine Creek,"(5, 6]",2020,81,2.1972245773362196,1,0,2.0794415416798357,tvMovie,False,True,False,0.6931471805599453,8,['US'],Documentary,5.5,0.0,0.0
Alike Princesses: Part 1,"(8, 9]",2003,40,4.406719247264253,5,0,2.70805020110221,tvEpisode,False,True,False,0.6931471805599453,81,['JP'],"Action,Animation,Comedy",8.5,0.0,0.0
To Kill a Billionaire,"(6, 7]",1993,45,3.6109179126442243,0,0,4.418840607796598,tvEpisode,False,True,False,0.6931471805599453,37,['US'],"Action,Adventure,Crime",6.5,0.0,0.0
Episode #1.2,"(7, 8]",2014,59,3.7376696182833684,1,0,4.795790545596741,tvEpisode,False,True,False,2.0794415416798357,41,['GB'],"Comedy,Drama",7.5,0.0,0.0
My Nephew Emmett,"(6, 7]",2017,20,6.628041376179533,5,0,3.5553480614894135,short,False,True,False,1.6094379124341003,755,['US'],"Drama,History,Short",6.5,3.332204510175204,2.0794415416798357
Jack Stone: End of the Line,"(7, 8]",2019,64,3.871201010907891,12,0,3.044522437723423,movie,False,True,False,1.0986122886681098,47,['FI'],"Action,Thriller",7.5,0.0,0.0
Divorce,"(6, 7]",1963,30,5.5093883366279774,4,0,3.6635616461296463,tvEpisode,False,True,False,0.6931471805599453,246,['US'],"Comedy,Family",6.5,1.0986122886681098,0.0
Udalaazham,"(6, 7]",2018,92,3.295836866004329,3,1,3.784189633918261,movie,False,True,False,0.6931471805599453,26,['IN'],"Drama,Thriller",6.5,1.0986122886681098,0.6931471805599453
Perfect School: Part 2,"(7, 8]",1997,22,6.415096959171596,4,0,4.110873864173311,tvEpisode,False,True,False,0.6931471805599453,610,['CA'],"Adventure,Comedy,Drama",7.5,0.6931471805599453,0.0
My Girlfriend's Abroad,"(6, 7]",2006,82,3.044522437723423,0,0,3.4011973816621555,movie,False,True,False,1.0986122886681098,20,['US'],Comedy,6.5,0.0,0.0
Hot Tight Asses 13,"(6, 7]",1995,71,4.605170185988092,0,0,2.4849066497880004,video,False,True,True,1.0986122886681098,99,['US'],Adult,6.5,0.0,0.0
Intimate Sessions,"(6, 7]",1998,25,4.454347296253507,1,0,5.14166355650266,tvSeries,True,True,False,2.772588722239781,85,['US'],Drama,6.5,0.6931471805599453,0.0
Juanita,"(5, 6]",2019,92,7.864419904994565,6,1,5.204006687076795,movie,False,True,False,2.70805020110221,2603,['US'],Drama,5.5,4.418840607796598,1.3862943611198906
45 Minutes from Hollywood,"(5, 6]",1926,21,6.4692503167957724,11,0,3.4965075614664802,short,False,True,False,2.0794415416798357,644,['US'],"Comedy,Short",5.5,2.9444389791664403,0.0
Scandinavia Cruise: Girl of the Midnight Sun/There'll Be Some Changes Made/Too Many Isaacs/Mr. Smith Goes to Stockholm: Part 2,"(6, 7]",1985,60,4.3694478524670215,2,0,4.51085950651685,tvEpisode,False,True,False,0.6931471805599453,78,['US'],"Comedy,Drama,Romance",6.5,0.6931471805599453,0.0
Danger Fetish,"(9, 10]",2015,71,2.0794415416798357,0,0,2.1972245773362196,video,False,True,False,0.6931471805599453,7,['US'],"Comedy,Short",9.5,0.0,0.0
Jättiläinen,"(6, 7]",2016,97,6.962243464266207,4,0,4.948759890378168,movie,False,True,False,2.1972245773362196,1055,['FI'],Drama,6.5,2.0794415416798357,2.3978952727983707
Static,"(6, 7]",1985,92,6.61338421837956,8,0,4.2626798770413155,movie,False,True,False,1.791759469228055,744,['US'],"Comedy,Drama",6.5,3.5263605246161616,1.6094379124341003
All Too Human,"(5, 6]",2018,96,3.8918202981106265,16,1,4.9344739331306915,movie,False,True,False,1.9459101490553132,48,['US'],Drama,5.5,1.6094379124341003,0.0
Domoy!,"(5, 6]",1983,92,2.70805020110221,2,0,3.912023005428146,movie,False,True,False,1.0986122886681098,14,['SUHH'],Drama,5.5,0.0,0.0
Mich gibt's nur zweimal,"(5, 6]",2012,81,4.2626798770413155,1,0,4.248495242049359,tvMovie,False,True,False,1.3862943611198906,70,['DE'],"Comedy,Sci-Fi",5.5,0.0,0.0
Swedish Erotica 74,"(5, 6]",1994,68,4.663439094112067,0,0,2.302585092994046,movie,False,True,True,0.6931471805599453,105,['US'],Adult,5.5,0.0,0.0
Les Elkes champions du Cake-Walk,"(5, 6]",1903,1,4.59511985013459,0,0,1.0986122886681098,short,False,True,False,0.6931471805599453,98,['FR'],Short,5.5,0.0,0.0
Big Guns,"(6, 7]",1997,49,2.3978952727983707,1,0,4.634728988229636,tvEpisode,False,True,False,0.6931471805599453,10,['US'],"Action,Comedy,Crime",6.5,0.6931471805599453,0.0
Duo,"(8, 9]",2013,50,2.1972245773362196,21,0,2.8903717578961645,movie,False,True,False,0.6931471805599453,8,['US'],Crime,8.5,0.0,0.0
