startYear;runtimeMinutes;numVotes;totalImages;totalVideos;totalCredits;AwNmExWins;numRegions;ratingCount;ratingMean;ReviewsTotal
1956;12;49;1;0;14;0;1;49;5.5;3
2023;135;20;2;2;17;0;1;20;6.5;0
2004;85;13;1;0;49;0;1;13;5.5;1
2005;40;32;0;0;41;0;1;32;4.5;0
2006;8;44;0;0;8;0;1;44;8.5;0
1988;12;10;1;0;5;0;1;10;5.5;0
1958;30;8;55;0;30;0;1;8;5.5;2
1970;92;44;5;0;39;0;4;44;6.5;0
2009;112;101;1;0;10;1;5;101;7.5;2
1936;67;315;48;0;32;0;4;315;5.5;22
1976;100;35;2;0;32;0;1;35;6.5;2
2016;4;19;5;0;32;0;1;19;7.5;0
1959;30;47;1;0;9;1;1;47;8.5;3
1945;80;277;37;0;68;0;12;277;6.5;13
2002;92;162;10;0;29;0;3;162;5.5;2
2011;13;10;3;1;19;0;1;10;4.5;0
1937;111;11086;59;1;147;7;35;11089;7.5;150
1978;104;3589;32;1;94;1;27;3589;6.5;51
1974;60;159;0;0;55;0;1;159;7.5;3
1997;160;58;1;0;9;0;3;58;8.5;2
2017;53;13;16;0;23;0;1;13;9.5;0
1964;25;1885;18;0;20;0;1;1886;7.5;32
2018;15;136;6;0;23;8;2;137;7.5;0
2013;82;8;0;0;27;0;1;8;8.5;0
2018;44;16;2;0;64;0;1;16;6.5;0
2006;40;7;0;0;30;0;1;7;5.5;0
1999;85;23;2;0;84;0;1;23;5.5;0
1990;29;47;2;0;41;0;1;49;8.5;3
1984;16;21;0;0;18;0;1;21;2.5;0
2021;40;580;12;0;214;0;1;580;7.5;15
1999;44;17;1;0;137;0;1;17;8.5;0
2009;75;17;10;0;23;0;1;17;3.5;0
2020;142;64;10;1;54;0;4;64;5.5;9
1976;95;24;1;0;78;0;3;24;5.5;1
2003;7;122;1;0;18;1;1;122;6.5;4
1996;24;38;1;0;39;0;1;38;7.5;1
2010;5;20;2;0;16;0;2;20;6.5;0
1961;5;12;0;0;20;0;1;12;2.5;0
2019;40;120;20;0;94;0;1;120;6.5;0
1959;26;63;7;0;25;0;1;63;7.5;1
2017;60;69;1;0;121;1;1;69;5.5;0
1972;60;11;1;0;21;0;1;11;7.5;0
1998;95;21;1;0;36;0;3;22;7.5;0
1975;13;18;4;0;4;0;2;18;5.5;0
1935;9;3699;7;2;26;0;20;3702;7.5;30
1994;29;330;1;0;44;0;1;330;8.5;2
1990;96;495;23;0;53;1;10;496;5.5;21
2019;29;11;1;0;28;0;1;11;6.5;0
2004;95;4647;14;0;45;0;18;4648;6.5;92
1968;14;48;3;0;5;0;1;48;7.5;1
1937;85;17;4;0;31;0;1;17;6.5;0
2018;96;1740;2;1;113;0;9;1741;7.5;25
1999;11;109;2;0;24;0;1;109;6.5;1
2005;6;7;0;0;20;0;1;7;5.5;0
1951;40;12;0;0;12;0;1;12;8.5;1
2014;13;36;1;0;6;0;1;37;7.5;0
2005;31;276;2;0;27;0;1;276;7.5;0
1931;91;11;10;0;27;0;6;11;6.5;0
2008;92;43;2;0;12;0;2;43;5.5;0
1927;20;12;3;0;12;0;1;12;7.5;0
2016;75;23;1;1;22;0;2;23;7.5;3
2016;82;657;1;0;11;0;1;657;8.5;1
1997;88;29;0;0;51;0;1;29;6.5;0
1998;50;19;2;0;117;0;2;19;5.5;0
1989;25;1380;11;0;71;0;1;1382;7.5;1
1971;90;112;0;0;3;0;7;112;1.5;0
1999;76;16;0;0;8;0;3;16;5.5;0
2007;12;10;1;0;14;0;1;10;6.5;0
2015;13;14;2;0;74;18;4;14;8.5;2
1959;105;6;0;0;24;0;1;6;6.5;2
2002;92;977;2;0;141;5;5;977;7.5;14
1981;50;508;13;0;52;0;1;508;7.5;5
1984;40;24;0;0;53;0;1;24;5.5;0
2008;180;57;1;0;34;0;1;57;7.5;1
1980;24;28;0;0;3;0;1;28;4.5;0
2014;26;526;1;0;177;0;1;526;7.5;1
2022;84;161;4;0;55;0;12;161;4.5;9
1960;53;22;0;0;107;0;2;22;6.5;0
1899;1;1115;5;0;2;0;7;1116;6.5;10
2005;22;39;1;0;21;0;1;39;7.5;0
2003;92;342;1;0;23;0;3;342;3.5;1
1999;28;18;0;0;23;0;1;18;4.5;1
1997;27;51;1;0;50;0;1;51;5.5;0
1987;40;18;2;0;68;0;1;18;8.5;0
2014;42;380;1;0;162;0;1;380;7.5;3
1921;92;51;2;0;17;0;2;51;6.5;2
2011;40;365;2;0;96;0;1;367;7.5;3
2010;42;235;1;0;149;0;1;235;7.5;6
1959;92;22;1;0;13;0;2;22;6.5;0
1999;40;16;0;0;17;0;1;16;8.5;0
2017;93;1424;10;1;90;7;15;1425;5.5;60
2019;40;6;0;0;2;0;7;6;6.5;0
1997;81;20;0;0;21;0;1;20;6.5;0
1965;91;920;27;1;52;0;21;920;6.5;23
1989;30;68;0;0;60;0;1;68;7.5;2
1984;30;170;1;0;50;0;1;170;7.5;0
1969;53;5;2;0;57;0;1;5;4.5;0
1983;90;409;11;0;48;0;24;409;4.5;10
1993;40;92;1;0;71;0;1;92;7.5;0
1973;185;2035;76;0;64;1;14;2035;7.5;87
1973;93;183;8;0;51;0;7;183;5.5;2
1989;24;11;0;0;4;0;1;11;7.5;0
2017;18;8;4;0;43;1;1;8;5.5;0
1996;92;39;0;0;37;0;4;39;6.5;1
2009;53;20;1;0;7;0;1;20;7.5;0
2011;166;906;3;0;26;6;2;907;7.5;3
1980;99;922;7;0;76;0;6;922;8.5;2
1986;75;26;1;0;8;0;2;26;5.5;0
2020;40;6;41;0;86;0;7;6;7.5;0
2022;92;5;6;0;6;0;1;5;6.5;0
1980;96;896;3;1;121;0;4;897;6.5;29
1985;60;593;7;1;194;0;13;594;6.5;10
1985;71;34;0;0;11;0;2;34;6.5;1
1983;100;418;5;0;28;2;6;418;7.5;4
1991;60;11;0;0;10;0;1;11;7.5;0
2009;184;9;0;0;11;0;1;9;7.5;3
1960;60;9;0;0;28;0;1;9;6.5;0
1946;92;10;0;0;54;0;1;10;6.5;0
2017;50;10;2;0;17;0;1;10;5.5;0
1996;40;30;0;0;27;0;1;30;6.5;1
1998;22;12;1;0;57;0;1;12;7.5;0
1982;25;76;0;0;13;0;1;76;7.5;7
2023;94;18;9;1;39;0;2;18;6.5;2
2006;42;7;6;0;15;0;3;7;7.5;0
2021;121;77;9;0;37;0;2;77;8.5;5
2006;40;12;0;0;76;0;7;12;6.5;0
2001;71;49;2;0;22;0;1;49;6.5;2
1983;28;21;1;0;1;0;1;21;5.5;0
1970;98;382;5;0;39;0;4;383;7.5;6
1975;40;82;0;0;49;0;1;82;7.5;2
2014;86;8;1;0;15;0;2;8;3.5;0
1980;20;168;1;0;8;0;4;169;7.5;1
2003;40;115;0;0;20;0;1;115;7.5;2
1991;81;20;6;0;10;0;1;20;6.5;1
1920;92;6;0;0;23;0;4;6;3.5;0
1983;48;89;1;0;81;0;1;90;7.5;0
1963;92;2293;118;0;81;0;16;2293;6.5;31
2006;90;35;1;0;37;0;1;35;4.5;1
1915;50;26;10;0;17;0;3;26;6.5;1
2016;22;6;0;0;4;0;5;6;7.5;0
1954;105;10;1;0;32;0;3;10;6.5;0
2016;10;6;6;0;13;0;1;6;7.5;2
2012;96;66;3;0;32;0;1;66;5.5;0
1980;50;263;7;0;69;0;1;263;7.5;3
2003;13;13;0;0;1;0;1;13;7.5;0
2022;18;995;6;0;130;0;1;996;7.5;4
2001;104;50;0;0;42;0;1;50;6.5;2
2007;23;29;1;0;41;0;1;29;7.5;2
1992;40;10;0;0;50;0;1;10;6.5;0
1993;29;163;3;0;38;0;1;163;8.5;1
2015;43;68;1;0;45;0;1;68;4.5;0
2022;130;672;4;2;150;13;17;673;6.5;19
2009;14;5;0;0;9;0;1;5;7.5;1
1961;96;14;0;0;33;0;3;14;7.5;0
2009;40;32;0;0;5;0;1;32;6.5;0
2011;13;26;3;1;12;0;1;26;5.5;1
2011;13;65;0;1;14;0;1;65;6.5;1
1990;40;68;0;0;73;0;1;68;7.5;0
2024;99;1625;3;0;33;0;9;1627;6.5;37
2023;71;8;12;0;23;0;1;8;7.5;1
2013;105;55;1;0;26;1;1;55;4.5;0
1965;11;13;1;0;7;0;1;13;5.5;0
2014;16;28;4;1;99;3;2;28;7.5;7
1966;25;279;7;0;40;0;1;279;8.5;2
2022;129;140;3;1;57;0;13;140;8.5;3
2023;125;187;2;0;153;0;3;187;6.5;2
2011;92;23;1;0;42;0;1;23;8.5;1
2017;120;519;25;0;42;0;6;519;6.5;5
1966;30;172;4;0;43;0;1;171;6.5;1
2016;53;15;2;0;102;0;3;15;9.5;0
2012;40;19;0;0;7;0;7;19;7.5;0
2006;40;20;0;0;34;0;1;20;7.5;0
1998;7;35;8;0;2;0;1;35;8.5;1
1994;14;8;1;0;5;0;1;8;6.5;0
2014;92;323;15;1;23;4;11;323;7.5;10
1957;30;222;1;0;33;0;1;222;7.5;8
2023;40;338;14;0;172;0;1;338;7.5;3
1999;60;65;2;0;72;0;1;65;8.5;1
1970;16;42;1;0;15;0;5;42;6.5;0
1987;90;16;37;0;22;0;1;16;4.5;0
1978;85;39;4;0;3;0;2;39;4.5;5
1956;92;7;1;0;14;0;1;7;6.5;0
1947;26;6;1;0;16;1;3;6;5.5;1
2016;30;20;1;0;1;1;2;20;7.5;0
2011;22;11;1;0;20;0;1;11;6.5;1
1983;30;137;5;0;204;0;1;137;7.5;5
1975;92;142;1;0;37;0;2;142;8.5;0
2010;71;7;0;0;9;0;1;7;6.5;2
1972;13;7;0;0;6;0;2;7;5.5;0
1929;7;25;6;0;6;0;1;25;5.5;3
1998;9;144;1;0;11;0;1;144;7.5;4
2015;40;6;1;0;4;0;1;6;7.5;0
1933;99;60;4;0;45;0;3;61;6.5;5
1968;50;18;0;0;18;0;1;18;9.5;0
2012;81;10;1;0;50;0;1;10;6.5;0
1966;92;109;5;0;88;1;9;109;6.5;2
2020;43;104;1;1;201;0;1;104;7.5;0
2010;92;440;2;0;149;0;9;440;5.5;16
1962;92;41785;87;0;48;1;36;41800;7.5;163
1974;91;46;8;0;65;0;2;46;6.5;1
2007;31;12;0;0;9;0;1;12;6.5;0
1959;71;260;11;0;51;0;12;260;5.5;16
1985;40;65;0;0;34;0;1;65;7.5;0
2014;52;16;1;0;15;0;2;16;7.5;0
1911;9;58;3;0;9;0;2;58;5.5;1
2010;127;2643;11;0;54;8;16;2644;6.5;43
1995;89;9;0;0;26;0;1;9;6.5;1
1995;71;10;0;0;26;0;1;10;6.5;3
1975;97;490;41;1;66;0;14;490;6.5;29
1995;30;410;1;0;77;0;1;410;8.5;2
2020;29;6;0;0;3;0;1;6;7.5;0
1936;81;745;9;0;80;0;11;745;6.5;21
2018;89;180;4;0;34;2;1;180;5.5;4
2024;86;98;1;0;65;0;2;101;5.5;4
2005;35;65;1;0;29;1;1;65;8.5;1
1994;22;120;1;0;71;0;1;120;6.5;2
1974;104;122;15;1;32;0;3;122;6.5;3
1989;24;19;0;0;33;0;7;19;7.5;0
1926;20;150;6;0;7;0;4;150;6.5;7
2011;53;33;2;0;28;0;4;33;7.5;0
1961;81;38;1;0;37;3;1;38;8.5;4
2020;99;49;28;0;146;1;1;49;9.5;17
1947;8;1173;11;0;24;0;9;1173;7.5;11
1995;89;241;2;0;46;0;13;241;4.5;6
1999;40;20;0;0;36;0;1;20;7.5;0
2017;135;8;14;0;148;0;1;8;8.5;2
2022;45;6;0;0;48;0;7;6;7.5;0
2024;92;11;2;0;25;0;1;11;7.5;1
1994;49;110;2;0;65;0;1;110;7.5;0
1983;40;164;1;0;54;0;1;164;6.5;0
1922;310;20;4;0;13;0;3;20;6.5;0
1984;90;9;0;0;44;0;1;9;5.5;0
1961;24;17;0;0;16;0;1;17;6.5;0
1978;10;20;1;0;31;0;4;20;6.5;0
2001;6;18;0;0;4;0;1;18;7.5;0
1996;53;13;1;0;42;0;6;13;7.5;4
1959;91;12;2;0;26;1;1;12;5.5;0
1995;28;55;7;0;4;0;2;55;6.5;0
2010;15;22;0;0;12;0;1;22;6.5;0
1996;25;29;0;0;21;0;1;29;7.5;1
1973;60;16;0;0;39;0;1;16;8.5;0
2020;22;39;7;0;82;0;1;39;6.5;0
1986;40;11;0;0;5;0;7;11;7.5;0
1976;30;9;0;0;16;0;1;9;7.5;1
2011;40;10;14;0;18;0;1;10;8.5;0
1939;30;66;20;0;3;0;4;66;5.5;1
1970;94;2918;98;1;96;0;20;2919;6.5;100
2016;14;6;9;0;34;0;1;6;8.5;0
1986;53;20;1;0;8;0;2;20;7.5;0
2003;43;85;31;0;123;0;2;85;6.5;0
2018;92;385052;440;45;2102;41;55;385231;7.5;2260
2008;53;303;1;0;82;0;1;303;6.5;3
2019;9;14;3;0;18;1;4;14;5.5;0
1987;4;16;4;0;7;0;1;16;6.5;0
1994;30;123;9;2;250;0;6;123;6.5;7
1994;42;159;32;0;144;0;1;159;5.5;2
2012;122;12;1;0;30;0;1;12;4.5;1
2017;22;7;1;0;32;0;1;7;6.5;0
1912;13;7;0;0;3;0;2;7;4.5;0
2007;40;41;1;0;80;0;1;41;6.5;0
1996;40;23;1;0;14;0;1;23;9.5;0
1996;118;917;5;0;144;0;12;918;4.5;21
1998;81;19;0;0;13;0;1;19;7.5;2
1967;90;1101;1;0;65;0;6;1101;2.5;34
1979;40;21;11;0;28;0;7;21;7.5;0
1968;40;9;1;0;10;0;1;9;1.5;0
2022;45;127;1;0;122;0;7;127;7.5;2
2017;92;223;3;3;27;0;13;223;6.5;11
1996;73;21;0;0;13;0;1;21;6.5;2
1966;60;15;1;0;156;0;1;15;8.5;0
1967;40;82;5;0;51;0;1;82;7.5;2
1935;75;99;2;0;33;0;4;99;6.5;0
2004;18;65;0;0;40;0;1;65;6.5;2
1995;92;27;0;0;22;0;1;28;7.5;0
2011;53;7;1;0;62;0;1;7;7.5;0
2005;21;16;58;0;57;0;1;16;7.5;0
2009;52;26;0;0;154;0;7;26;7.5;0
1960;89;19;1;0;37;0;4;19;7.5;2
2020;15;1539;27;0;8;0;11;1547;6.5;10
1957;71;150;1;0;32;0;4;150;5.5;7
2019;126;34;50;1;36;0;1;34;5.5;2
1957;30;250;18;0;28;0;1;250;7.5;6
2012;84;364;2;1;78;0;9;364;2.5;9
2014;80;121;2;0;11;0;4;121;2.5;9
2005;60;11;2;0;14;0;1;11;7.5;1
1990;17;72;4;0;22;0;5;72;6.5;1
1945;84;53;1;0;19;0;3;53;5.5;3
1992;45;3460;36;0;115;0;1;3464;7.5;31
2013;89;116;3;2;165;0;1;116;6.5;0
2022;82;15;2;0;10;0;1;15;6.5;0
1999;53;8;0;0;5;0;1;8;4.5;0
1995;78;33;2;0;42;0;4;33;5.5;2
2011;40;11;0;0;33;0;1;11;9.5;0
1984;97;65;8;0;112;1;6;65;6.5;6
1997;81;15;3;0;43;0;2;15;2.5;3
1980;74;71;0;0;23;0;5;71;6.5;3
1990;159;15;0;0;20;0;2;15;8.5;0
1997;30;307;14;0;84;0;1;307;7.5;4
1974;91;3024;45;1;87;0;12;3024;5.5;35
1991;113;60;16;0;12;0;1;61;6.5;0
2008;92;11;1;0;21;0;1;11;6.5;0
2015;3;75;1;0;10;0;1;75;7.5;0
1997;28;22;1;0;10;0;1;22;8.5;0
2011;45;1872;12;0;168;0;1;1874;8.5;9
1936;73;852;21;0;74;0;13;854;6.5;25
2012;14;9;6;0;77;0;2;9;6.5;0
2004;40;39;0;0;120;0;1;39;7.5;0
2013;22;156;6;0;83;0;1;157;7.5;3
1952;113;18;2;0;30;2;2;18;6.5;0
1986;92;40;1;0;28;0;1;40;4.5;0
2007;99;21748;87;18;326;7;29;21750;5.5;198
2018;40;1982;6;0;278;0;1;1983;8.5;9
1931;106;79;3;0;41;0;7;79;5.5;4
2017;53;503;2;0;82;0;2;503;8.5;70
1999;60;186;1;0;128;0;1;186;7.5;1
2006;40;50;1;0;138;0;1;50;8.5;1
2017;43;19;23;0;15;0;4;19;6.5;0
2017;10;97;2;0;114;0;1;98;5.5;0
1996;30;971;8;0;148;1;8;971;7.5;28
1994;40;173;1;0;20;0;1;173;8.5;1
1966;49;135;2;0;48;0;1;135;6.5;2
2019;13;17;9;0;21;1;1;17;8.5;1
1983;76;225;2;0;45;0;3;225;5.5;5
2016;84;1086;48;0;141;4;5;1087;7.5;8
1982;105;20;12;0;29;0;1;20;7.5;0
2003;384;19;0;0;13;0;2;19;7.5;0
2008;91;48;4;0;200;0;1;48;6.5;3
1998;71;24;0;0;12;0;1;24;6.5;0
1939;78;311;8;0;51;0;14;311;5.5;15
1981;10;40;1;0;3;0;2;40;6.5;0
2019;114;86;12;0;20;0;1;86;7.5;0
2005;23;30;2;0;51;0;1;30;7.5;0
1935;7;198;5;0;24;0;1;198;5.5;4
1898;2;128;1;0;2;0;1;128;3.5;2
1981;27;157;1;0;38;1;1;157;6.5;3
1992;40;8;0;0;79;0;1;8;5.5;0
2017;48;6;0;0;43;0;1;6;5.5;0
1969;82;30;1;0;38;0;2;30;4.5;0
1964;123;17;1;0;79;0;1;17;7.5;2
2021;81;1032;31;1;120;0;17;1035;5.5;30
2014;53;29;2;0;44;1;3;29;7.5;1
1993;92;147;1;0;9;0;1;147;5.5;0
1983;72;5;0;0;34;0;1;5;6.5;0
1966;30;298;26;0;199;0;8;298;8.5;30
2021;12;33;1;0;36;1;1;33;7.5;3
2004;100;17;0;0;11;0;1;17;3.5;0
2010;48;344;12;0;120;0;1;344;7.5;1
2023;146;29683;17;3;120;1;17;29698;6.5;174
1945;16;67;3;0;27;0;1;67;6.5;6
2021;79;10;5;0;18;0;1;10;9.5;1
1988;100;25;4;0;200;0;1;25;5.5;0
1910;15;72;2;0;2;0;6;72;6.5;4
1924;20;69;3;0;25;0;2;69;5.5;4
1960;9;12;2;0;8;0;5;12;4.5;0
1986;23;55;0;0;150;0;1;55;6.5;0
1994;100;137;1;0;65;0;7;137;5.5;2
1994;95;17;6;0;25;1;2;17;6.5;0
1986;46;97;2;0;60;0;1;97;7.5;1
2012;97;2041;41;0;38;0;4;2041;1.5;2
1985;48;102;11;0;73;0;1;102;6.5;1
1964;90;76;3;0;38;0;5;76;5.5;1
1955;92;8;1;0;15;0;1;8;7.5;0
2013;71;10;0;0;12;0;1;10;8.5;2
1991;60;76;1;0;97;0;1;76;7.5;1
2002;40;64;11;0;59;0;1;64;6.5;0
1962;40;166;1;0;32;0;1;166;8.5;5
1999;22;48;0;0;92;0;2;48;7.5;0
1953;122;1526;64;1;104;1;25;1526;6.5;39
1997;40;12;0;0;51;0;1;12;8.5;0
1984;86;10;0;0;4;0;1;10;6.5;0
1985;92;56;0;0;19;1;1;56;7.5;0
2009;53;30;3;0;28;0;2;30;6.5;0
1998;95;12;0;0;20;0;1;12;4.5;0
2023;101;30;1;0;17;0;1;30;5.5;0
1937;64;22;3;0;62;0;5;22;5.5;1
1986;40;9;1;0;72;0;1;9;4.5;1
1997;92;16;1;0;18;0;2;16;8.5;0
1999;92;10;0;0;13;0;1;10;5.5;0
1967;75;11;0;0;33;0;1;11;7.5;0
1987;40;13;1;0;26;0;1;13;6.5;1
1957;60;96;42;0;35;0;1;96;8.5;4
2011;22;386;1;0;93;0;1;386;7.5;1
2008;92;9;1;0;10;0;2;9;4.5;0
2013;155;2867;10;1;189;0;4;2867;6.5;43
2019;92;13;11;0;21;5;1;13;8.5;18
1946;17;7;1;0;8;0;1;7;4.5;0
2016;28;5;1;0;8;0;1;5;6.5;0
2013;150;33;1;0;37;0;1;33;4.5;0
2016;65;23;2;0;16;0;7;23;7.5;0
1984;130;442;3;0;16;0;1;442;7.5;5
2011;7;14;2;0;16;0;1;14;7.5;1
2002;81;11;0;0;17;0;1;11;6.5;0
2019;40;12;1;0;36;0;1;12;6.5;0
2005;18;13;0;0;27;0;1;13;8.5;1
1975;81;37;2;0;19;0;1;37;7.5;2
2012;44;111;6;1;154;0;1;111;7.5;1
2007;130;452;1;0;55;0;2;452;8.5;0
1993;40;43;13;0;29;0;1;43;7.5;1
1989;81;15;0;0;31;0;1;15;5.5;1
1954;92;45;3;0;50;0;8;45;6.5;0
1988;60;125;1;0;80;0;1;125;8.5;1
1995;30;5;1;0;22;0;3;5;6.5;0
1981;22;18;0;0;46;0;1;18;6.5;0
2021;53;9;0;0;76;0;1;9;6.5;0
2016;28;121;2;29;73;0;1;121;7.5;2
2009;53;9;1;0;11;0;2;10;8.5;0
1985;54;197;1;0;15;0;8;199;5.5;10
1998;60;157;2;0;151;1;6;157;6.5;7
2012;40;36;4;0;30;0;1;36;8.5;0
1996;55;24;1;0;81;0;3;24;6.5;2
1971;108;223;108;0;66;1;17;224;6.5;12
2011;13;24;0;0;15;3;2;24;5.5;0
2001;28;176;2;1;37;0;1;176;7.5;3
1988;59;23;1;0;42;0;1;23;7.5;1
1972;90;31;0;0;21;0;7;31;7.5;0
2001;40;9;0;0;15;0;7;9;7.5;0
1938;64;85;6;0;28;0;6;85;5.5;7
1999;40;22;0;0;37;0;1;22;7.5;0
2020;51;1442;3;0;134;0;1;1442;8.5;2
1990;40;30;1;0;84;0;1;30;7.5;0
1996;124;8;9;1;17;0;1;8;3.5;0
2024;109;14873;5;2;155;0;12;14895;6.5;108
2021;53;6;10;0;25;0;1;6;8.5;0
1980;135;33;2;0;24;0;1;33;6.5;0
2015;13;9;1;0;5;0;1;9;8.5;0
2014;44;12;1;0;43;0;1;12;7.5;0
1926;22;198;9;0;20;0;3;198;6.5;10
1990;107;16;1;0;9;0;1;16;5.5;0
2016;60;799;9;2;251;4;10;799;6.5;6
2008;92;10;1;0;14;0;2;10;6.5;2
1994;28;11;4;0;2;0;2;11;6.5;0
1983;53;9;0;0;17;0;1;9;8.5;0
2017;92;90;2;1;65;0;4;90;5.5;3
2017;53;20;2;0;37;0;1;20;6.5;0
2014;92;73;1;0;10;0;1;73;4.5;0
1966;98;252;3;0;40;0;4;252;6.5;0
2014;87;7;1;0;15;0;2;7;6.5;1
1999;60;10;1;0;21;0;7;10;6.5;0
2017;21;151;1;0;118;0;1;151;7.5;1
1921;92;68;9;0;20;0;2;68;4.5;5
2006;41;12;0;0;106;0;1;12;7.5;0
1999;13;15;0;0;15;0;1;15;5.5;0
2014;12;10;1;0;60;0;1;10;8.5;0
1977;70;66;4;0;41;0;3;66;5.5;3
1920;4;75;0;0;5;0;1;75;5.5;0
1997;40;9;0;0;10;0;7;9;8.5;0
2020;13;7;1;0;10;0;1;7;4.5;0
1981;80;27;3;0;16;0;6;27;6.5;0
2017;40;4293;67;0;89;0;1;4310;9.5;7
2021;53;1496;11;1;60;0;2;1496;7.5;91
1999;40;36;13;0;59;0;7;36;8.5;0
2018;63;158;9;0;13;3;7;158;8.5;2
1995;40;21;0;0;55;0;1;21;6.5;0
1995;30;14;1;0;33;0;3;14;3.5;1
2014;133;538096;477;37;869;43;54;538339;7.5;1672
2013;60;312;1;1;15;0;1;312;6.5;3
1962;25;25;1;0;12;0;1;25;7.5;0
1971;50;137;1;0;40;0;1;137;8.5;5
2007;92;240;6;0;120;5;3;240;7.5;4
1999;28;566;3;1;23;0;8;566;7.5;1
2019;84;11;4;0;42;0;4;11;5.5;2
2024;105;95;30;0;80;6;8;96;6.5;4
2009;45;85;1;0;161;0;1;85;7.5;1
2024;53;434;1;2;142;0;11;436;5.5;28
2011;60;504;2;0;42;0;2;504;7.5;7
2016;53;44;52;0;241;0;2;44;8.5;1
1972;60;71;1;0;38;0;1;71;6.5;0
1997;95;138;4;0;165;0;8;138;4.5;8
2024;54;22;3;0;60;0;7;22;8.5;0
2021;53;7;10;0;16;0;1;7;8.5;0
2020;8;10;5;0;13;0;1;10;6.5;0
1992;40;38;60;0;67;0;1;38;7.5;1
1967;23;56;1;0;16;0;7;56;7.5;2
2024;77;1032;8;1;16;2;13;1041;7.5;24
2018;23;122;1;1;94;0;1;122;5.5;0
2018;8;5;0;0;12;0;1;5;7.5;1
1984;117;480;2;0;61;1;8;481;6.5;1
1993;85;32;3;0;34;0;2;32;6.5;4
2019;50;11;0;0;97;0;1;11;5.5;0
2011;60;23;10;0;29;0;1;23;7.5;0
2018;73;27;2;0;15;0;1;27;7.5;2
2002;96;29847;54;1;411;0;34;29851;5.5;260
2011;92;2818;15;1;32;5;16;2817;6.5;64
2011;5;16;1;0;19;2;2;16;8.5;0
1994;85;28;1;0;21;0;3;28;6.5;0
2007;12;12;0;0;5;0;1;12;5.5;0
1948;55;40;24;0;34;0;3;40;6.5;2
2014;176;10;15;0;74;0;2;10;5.5;0
1983;75;20;1;0;9;0;1;20;6.5;0
2007;71;19;5;0;13;0;4;19;5.5;0
1934;109;75;5;0;31;0;11;75;5.5;1
1966;25;630;15;0;68;0;1;631;7.5;13
2018;42;2990;16;3;306;0;1;2992;6.5;35
1983;100;54;8;0;92;0;2;54;5.5;3
1966;13;16;2;0;3;0;3;16;7.5;2
1987;78;713;9;0;24;0;7;715;6.5;19
1961;40;143;8;0;44;0;1;143;7.5;1
1988;92;19;6;0;12;0;1;19;7.5;0
2017;40;7;0;0;125;0;7;7;5.5;0
2014;13;25;3;0;23;0;2;25;5.5;0
1995;82;183;0;0;21;0;1;183;7.5;0
1972;87;76;5;0;33;0;3;76;5.5;9
2017;95;77;1;1;35;0;7;77;5.5;2
1975;87;36;1;0;35;0;2;36;6.5;2
2005;30;11;0;0;13;0;1;11;9.5;0
1961;80;59;2;0;48;0;2;59;5.5;0
2016;21;20;0;0;58;0;1;20;5.5;0
2017;100;559;24;1;82;2;6;559;5.5;2
2015;40;2262;14;0;135;0;1;2266;8.5;8
1991;140;11;2;0;29;0;3;11;6.5;0
2016;22;10;1;0;39;0;1;10;7.5;0
1988;90;768;23;0;212;0;16;768;4.5;21
1992;2;19;4;0;9;0;6;19;5.5;0
2004;60;68;0;0;16;0;1;68;6.5;1
1998;13;16;1;0;6;0;1;16;8.5;0
1988;82;104;0;0;15;0;1;104;6.5;0
2007;53;13;235;0;255;1;1;14;8.5;0
1981;66;8;1;0;41;0;2;8;5.5;0
2018;42;80;2;0;93;0;1;80;7.5;2
2016;92;1034;31;3;102;0;14;1035;5.5;21
1999;25;253;5;0;19;0;1;253;7.5;0
2021;40;89;5;0;146;0;1;89;7.5;1
1989;73;10;0;0;9;0;1;10;5.5;1
1995;40;13;0;0;46;0;7;13;7.5;0
1919;24;16;0;0;8;0;2;16;5.5;1
1999;76;1634;14;0;105;3;6;1634;6.5;65
1939;75;106;3;0;46;0;5;106;6.5;4
2010;60;41;1;0;53;0;1;41;6.5;0
2019;15;11;9;0;36;0;1;11;8.5;1
2005;53;7;0;0;123;0;2;7;7.5;0
1997;40;147;14;1;26;0;1;147;7.5;0
1960;78;310;3;0;89;0;6;310;5.5;12
1996;121;31;1;0;43;8;7;31;6.5;2
1986;95;259;11;0;69;0;9;259;6.5;9
1977;100;14;1;0;50;0;1;14;5.5;0
2023;129;106;2;0;283;0;1;107;4.5;3
1940;42;129;1;0;5;0;1;129;5.5;3
2011;19;5;5;0;19;0;1;5;8.5;0
2021;25;48;4;0;1;0;1;48;7.5;0
1959;80;28;2;0;44;0;4;28;4.5;0
2013;40;14;0;0;132;0;1;14;6.5;0
1973;40;8;10;0;21;0;1;8;7.5;0
1986;17;1568;18;0;7;0;1;1568;7.5;35
2009;40;46;1;0;4;0;1;46;7.5;0
2017;13;7;2;1;17;0;1;7;7.5;0
1982;24;508;3;0;40;0;1;508;7.5;6
1956;92;755;5;0;52;0;11;755;5.5;43
2012;88;10;0;0;5;0;1;10;7.5;0
1970;85;8;0;0;45;0;1;8;5.5;0
2021;94;216;28;1;129;0;28;216;4.5;11
1960;82;8;1;0;21;0;3;8;4.5;1
1938;80;25;0;0;29;0;1;25;5.5;2
2011;13;8;1;0;43;0;1;8;7.5;0
