originalTitle,rating,startYear,runtimeMinutes,awardWins,numVotes,totalImages,totalVideos,totalCredits,titleType,AwNmExWins,canHaveEpisodes,isRatable,isAdult,numRegions,countryOfOrigin,genres,ratingMean,ReviewsTotal,popularityIndex
No More Mr. Nice Guy,"(7, 8]",0.9589041095890423,0.0736842105263158,0.0,0.30705150205974274,0.1971880176585917,0.19770492742798718,0.6625664359244311,tvEpisode,0.0,False,True,False,0.0,['US'],"Drama,Sci-Fi,Thriller",0.7777777777777777,0.14686489111539536,0.009310323497458249
"Six Man, Texas","(8, 9]",0.8904109589041109,0.12456140350877193,0.1390854521985406,0.09284692034085743,0.08492425673851772,0.0,0.44795199937150487,movie,0.0,False,True,False,0.0,['US'],Documentary,0.8888888888888888,0.2601335203594169,0.0
Hanadama: Gen'ei,"(6, 7]",0.9452054794520546,0.1456140350877193,0.0,0.15142680491138336,0.08492425673851772,0.0,0.43369626500790426,movie,0.0,False,True,False,0.2577218083931565,['JP'],"Drama,Thriller",0.6666666666666666,0.14686489111539536,0.0
State's Attorney,"(6, 7]",0.3698630136986303,0.1385964912280702,0.0,0.3570161374498225,0.42073143939631225,0.0,0.5127042568904496,movie,0.0,False,True,False,0.47948838278417916,['US'],Drama,0.6666666666666666,0.4004760357266463,0.0
Karo and Piyobupt: Ame no Hi,"(5, 6]",0.787671232876713,0.007017543859649123,0.0,0.09284692034085743,0.08492425673851772,0.0,0.10120316433752355,short,0.0,False,True,False,0.30900273887892615,['JP'],"Animation,Short",0.5555555555555555,0.0,0.0
Episode #1.4,"(6, 7]",0.993150684931507,0.07543859649122807,0.0,0.1931777458898399,0.08492425673851772,0.0,0.647789253494741,tvEpisode,0.0,False,True,False,0.38991804378757255,['SE'],"Crime,Drama,Mystery",0.6666666666666666,0.0,0.0
Saknys karcios,"(8, 9]",0.9452054794520546,0.02982456140350877,0.0,0.09284692034085743,0.2937896589504998,0.0,0.3628095491043426,short,0.22753539816199508,False,True,False,0.1140437169851399,['LT'],"Drama,Short",0.8888888888888888,0.0,0.0
Mary & Adam,"(6, 7]",0.9589041095890423,0.07192982456140351,0.0,0.15374237192269827,0.08492425673851772,0.0,0.4445164219600468,tvEpisode,0.0,False,True,False,0.0,['US'],"Reality-TV,Romance",0.6666666666666666,0.0,0.0
Hallucination musicale,"(6, 7]",0.1917808219178081,0.010526315789473684,0.0,0.06534452663751128,0.0,0.0,0.059200056091771924,short,0.0,False,True,False,0.1140437169851399,['FR'],Short,0.6666666666666666,0.0,0.0
Gamma Level: Radioactive,"(8, 9]",0.8082191780821919,0.043859649122807015,0.0,0.07743839520903692,0.08492425673851772,0.0,0.4990062210785402,tvEpisode,0.0,False,True,False,0.0,['AU'],"Action,Adventure,Family",0.8888888888888888,0.14686489111539536,0.0
Le magicien,"(6, 7]",0.13698630136986445,0.0017543859649122807,0.0,0.43404126577684754,0.25477277021555317,0.0,0.10120316433752355,short,0.0,False,True,False,0.38991804378757255,['FR'],"Fantasy,Horror,Short",0.6666666666666666,0.3428880342825776,0.0
New Roles,"(9, 10]",0.9726027397260282,0.07017543859649122,0.0,0.16838606912906898,0.08492425673851772,0.0,0.46997294113359744,tvEpisode,0.0,False,True,False,0.0,['IN'],Drama,1.0,0.0,0.0
David Lomas Investigates,"(9, 10]",0.9726027397260282,0.09298245614035087,0.0,0.1098061845585431,0.16984851347703545,0.0,0.23498647056679875,tvSeries,0.0,True,True,False,0.1140437169851399,['NZ'],Reality-TV,1.0,0.0926614295597353,0.0
Una leyenda de amor,"(7, 8]",0.7123287671232887,0.17719298245614035,0.0,0.08289273337072031,0.13460176233216656,0.0,0.429903706236919,movie,0.143558852691131,False,True,False,0.0,['MX'],"Drama,Romance",0.7777777777777777,0.0,0.0
Les p'tites têtes,"(3, 4]",0.7123287671232887,0.13508771929824562,0.0,0.13018749151230072,0.08492425673851772,0.0,0.4865195302057985,movie,0.0,False,True,False,0.1140437169851399,['FR'],Comedy,0.33333333333333326,0.0,0.0
Throne for a Loss,"(5, 6]",0.6027397260273979,0.010526315789473684,0.0,0.06534452663751128,0.0,0.0,0.2616063847668191,short,0.0,False,True,False,0.0,['US'],"Animation,Short",0.5555555555555555,0.0,0.0
Falling for You,"(9, 10]",0.9452054794520546,0.07017543859649122,0.0,0.06534452663751128,0.08492425673851772,0.0,0.6072189860251413,tvEpisode,0.0,False,True,False,0.0,['CA'],"Family,Music",1.0,0.0,0.0
Defund,"(5, 6]",0.9794520547945211,0.02456140350877193,0.1390854521985406,0.10175124400923133,0.23841253015696137,0.0,0.3501054266153756,short,0.287117705382262,False,True,False,0.0,['CA'],Short,0.5555555555555555,0.14686489111539536,0.0
His Favorite Pastime,"(4, 5]",0.24657534246575352,0.028070175438596492,0.0,0.451496208300887,0.2937896589504998,0.0,0.3361896349043223,short,0.0,False,True,False,0.6019287356635766,['US'],"Comedy,Short",0.4444444444444444,0.41321730880681634,0.0
I sette del gruppo selvaggio,"(4, 5]",0.6643835616438363,0.16140350877192983,0.0,0.20762588672133767,0.08492425673851772,0.0,0.45779878402980745,movie,0.0,False,True,False,0.45268083028694284,['IT'],Western,0.4444444444444444,0.2151531766071757,0.0
La caperucita roja,"(5, 6]",0.5616438356164384,0.14912280701754385,0.0,0.2655999413931357,0.13460176233216656,0.0,0.5127042568904496,movie,0.0,False,True,False,0.30900273887892615,['MX'],"Drama,Fantasy",0.5555555555555555,0.320555879247081,0.0
Vingt et une nuits avec Pattie,"(6, 7]",0.9383561643835616,0.16140350877192983,0.2781709043970812,0.39989842240060003,0.16984851347703545,0.12473792114200281,0.5541615502825641,movie,0.33333333333333326,False,True,False,0.5848770656813589,['FR'],"Comedy,Drama,Mystery",0.6666666666666666,0.440594673346186,0.005648312075424397
"Duck! Rabbit, Duck!","(8, 9]",0.5136986301369877,0.012280701754385965,0.0,0.5416498077489679,0.3396970269540709,0.0,0.3208064408585909,short,0.0,False,True,False,0.5264750861319193,['US'],"Adventure,Animation,Comedy",0.8888888888888888,0.4454563794788875,0.0
Ganz feine Leute,"(6, 7]",0.6986301369863028,0.042105263157894736,0.0,0.13315316102899846,0.0,0.0,0.10120316433752355,tvEpisode,0.0,False,True,False,0.0,['JP'],"Adventure,Animation,Comedy",0.6666666666666666,0.0,0.0
My So-Called Life: My So-Called Life Story,"(9, 10]",0.883561643835618,0.042105263157894736,0.0,0.09284692034085743,0.0,0.0,0.4001771790229123,video,0.0,False,True,False,0.0,['US'],"Documentary,Short",1.0,0.0,0.0
Now You See It,"(7, 8]",0.9520547945205493,0.005263157894736842,0.0,0.17028531554989432,0.08492425673851772,0.0,0.20240632867504707,short,0.0,False,True,False,0.1140437169851399,['GB'],"Animation,Short",0.7777777777777777,0.0,0.0
Rose,"(6, 7]",0.9315068493150687,0.16140350877192983,0.0,0.09741629849010305,0.08492425673851772,0.12473792114200281,0.32870054189939535,movie,0.0,False,True,False,0.0,['IN'],"Drama,Romance",0.6666666666666666,0.0,0.0006879717751844412
The Sins of the Fathers,"(8, 9]",0.6301369863013697,0.07017543859649122,0.0,0.21117240325961453,0.30445027580920203,0.0,0.44795199937150487,tvEpisode,0.0,False,True,False,0.0,['US'],Western,0.8888888888888888,0.2601335203594169,0.0
Dao,"(6, 7]",0.801369863013699,0.18421052631578946,0.1390854521985406,0.541672996913324,0.3396970269540709,0.0,0.5877226945433219,movie,0.22753539816199508,False,True,False,0.6476398521807291,"['HK', 'CN']",Action,0.6666666666666666,0.5381178090386228,0.0
JFK: The Final Evidence,"(7, 8]",0.993150684931507,0.22631578947368422,0.0,0.14407322032887457,0.21952601907068428,0.0,0.3433132576225233,tvMiniSeries,0.0,True,True,False,0.1140437169851399,['GB'],"Action,Crime,Documentary",0.7777777777777777,0.0,0.0
Colours,"(6, 7]",0.8561643835616444,0.03508771929824561,0.1390854521985406,0.14147261794124624,0.13460176233216656,0.0,0.4048126573500942,short,0.0,False,True,False,0.0,['ES'],"Comedy,Short",0.6666666666666666,0.0926614295597353,0.0
You Never Left,"(7, 8]",0.9041095890410968,0.014035087719298246,0.0,0.07743839520903692,0.21952601907068428,0.0,0.3853163658682749,short,0.0,False,True,False,0.0,['US'],Short,0.7777777777777777,0.0,0.0
Histoire de rire,"(6, 7]",0.43150684931506866,0.16140350877192983,0.0,0.09284692034085743,0.08492425673851772,0.0,0.3628095491043426,movie,0.0,False,True,False,0.5039617607727125,['FR'],Comedy,0.6666666666666666,0.0926614295597353,0.0
In His Father's House,"(7, 8]",0.7054794520547958,0.08596491228070176,0.0,0.22502304263870457,0.08492425673851772,0.0,0.5491551637090283,tvEpisode,0.0,False,True,False,0.0,['US'],"Drama,Romance",0.7777777777777777,0.0926614295597353,0.0
Disco,"(7, 8]",0.9246575342465757,0.05087719298245614,0.0,0.05122629998801717,0.0,0.0,0.5127042568904496,short,0.0,False,True,False,0.1140437169851399,['FI'],"Documentary,Short",0.7777777777777777,0.0,0.0
Heaven Scent,"(6, 7]",0.8150684931506849,0.07017543859649122,0.0,0.2545749883116847,0.16984851347703545,0.0,0.5877226945433219,tvEpisode,0.0,False,True,False,0.0,['US'],"Drama,Romance",0.6666666666666666,0.14686489111539536,0.0
Soft Like Me,"(6, 7]",0.8082191780821919,0.0456140350877193,0.0,0.19599510374115872,0.13460176233216656,0.0,0.3433132576225233,short,0.0,False,True,False,0.1140437169851399,['CA'],Short,0.6666666666666666,0.14686489111539536,0.0
Candid Candid Camera Volume 6,"(4, 5]",0.7465753424657535,0.10526315789473685,0.0,0.17573965371157776,0.23841253015696137,0.0,0.2616063847668191,video,0.0,False,True,False,0.0,['US'],"Comedy,Reality-TV",0.4444444444444444,0.0,0.0
The vow of obedience (An obedient hostage),"(8, 9]",0.9863013698630141,0.02280701754385965,0.0,0.02431284880019438,0.08492425673851772,0.0,0.10120316433752355,short,0.0,False,True,False,0.0,['RU'],"Drama,Short",0.8888888888888888,0.0,0.0
Wake up! Kabigon!,"(7, 8]",0.8219178082191796,0.03859649122807018,0.0,0.3821495063744941,0.13460176233216656,0.0,0.4373927992418458,tvEpisode,0.0,False,True,False,0.0,['JP'],"Action,Adventure,Animation",0.7777777777777777,0.0,0.0
1647: Imaginary Friends,"(7, 8]",0.7808219178082201,0.04912280701754386,0.0,0.07160760694177479,0.08492425673851772,0.0,0.3687697767960738,tvEpisode,0.0,False,True,False,0.0,['US'],"Family,Fantasy,Music",0.7777777777777777,0.0,0.0
The Diplomat,"(7, 8]",0.993150684931507,0.08771929824561403,0.2781709043970812,0.7808196166436737,0.5076160548212945,0.32244284856999,0.8508421011744238,tvSeries,0.6493973644887931,True,True,False,0.7104026386800992,"['GB', 'US']","Comedy,Drama,Thriller",0.7777777777777777,0.8283541896608948,0.09940182198584997
Don't Shoot Me Close-up,"(8, 9]",0.9520547945205493,0.01929824561403509,0.0,0.03426703577033152,0.13460176233216656,0.0,0.20240632867504707,short,0.0,False,True,False,0.0,['AZ'],"Comedy,Drama,Short",0.8888888888888888,0.0,0.0
Pillow Talk,"(7, 8]",0.7534246575342465,0.0824561403508772,0.0,0.23944310142675876,0.13460176233216656,0.0,0.5252266677152501,tvEpisode,0.0,False,True,False,0.0,['US'],"Drama,Romance",0.7777777777777777,0.0926614295597353,0.0
The Uninvited,"(3, 4]",0.8904109589041109,0.17017543859649123,0.0,0.44262183250985176,0.08492425673851772,0.12473792114200281,0.45779878402980745,movie,0.0,False,True,False,0.1949590218937863,['US'],"Horror,Thriller",0.33333333333333326,0.41321730880681634,0.0015629382996836493
Fallout: The Wastes,"(7, 8]",0.9109589041095898,0.021052631578947368,0.0,0.08801629651537543,0.13460176233216656,0.0,0.37449620891613233,short,0.0,False,True,False,0.0,['US'],"Action,Short",0.7777777777777777,0.0,0.0
Japan: The Future,"(7, 8]",0.8904109589041109,0.08070175438596491,0.0,0.12060975464774229,0.13460176233216656,0.0,0.32870054189939535,tvEpisode,0.0,False,True,False,0.0,['CA'],"Adventure,Documentary",0.7777777777777777,0.0,0.0
Christmas Is,"(4, 5]",0.6301369863013697,0.052631578947368425,0.0,0.2637559502269532,0.16984851347703545,0.0,0.4373927992418458,tvMovie,0.0,False,True,False,0.0,['US'],"Animation,Family",0.4444444444444444,0.30781460616691103,0.0
Hae-pi Too-ge-deo,"(7, 8]",0.8287671232876725,0.11403508771929825,0.0,0.17396036885662272,0.37301429248912793,0.0,0.24890226227785198,tvSeries,0.0,True,True,False,0.30900273887892615,['KR'],"Comedy,Drama,Romance",0.7777777777777777,0.14686489111539536,0.0
Home Is Where the Hart Is,"(4, 5]",0.7465753424657535,0.1649122807017544,0.0,0.2764278282452608,0.13460176233216656,0.0,0.5682264030615027,movie,0.0,False,True,False,0.4230464558640661,['CA'],Comedy,0.4444444444444444,0.1853228591194706,0.0
Manila,"(6, 7]",0.8767123287671232,0.010526315789473684,0.1390854521985406,0.14407322032887457,0.08492425673851772,0.0,0.24890226227785198,short,0.0,False,True,False,0.0,['IT'],Short,0.6666666666666666,0.0,0.0
Episode #3.8,"(5, 6]",0.8150684931506849,0.07017543859649122,0.0,0.02431284880019438,0.0,0.0,0.13378330622927515,tvEpisode,0.0,False,True,False,0.38991804378757255,['GB'],"Comedy,Talk-Show",0.5555555555555555,0.0,0.0
"The Forbidden City, Pekin","(3, 4]",0.15753424657534332,0.02280701754385965,0.0,0.16445452728263224,0.08492425673851772,0.0,0.059200056091771924,short,0.0,False,True,False,0.1140437169851399,['US'],"Documentary,Short",0.33333333333333326,0.0926614295597353,0.0
