originalTitle,rating,startYear,runtimeMinutes,awardWins,numVotes,totalImages,totalVideos,totalCredits,titleType,AwNmExWins,canHaveEpisodes,isRatable,isAdult,numRegions,countryOfOrigin,genres,ratingMean,ReviewsTotal,popularityIndex
Ana y los lobos,"(7, 8]",0.6506849315068504,0.16140350877192983,0.22044522613053177,0.49162098590559333,0.30445027580920203,0.0,0.4373927992418458,movie,0.143558852691131,False,True,False,0.6180054777578523,['ES'],Drama,0.7777777777777777,0.4004760357266463,0.0
Blacklist: Hollywood on Trial,"(7, 8]",0.8082191780821919,0.15263157894736842,0.22044522613053177,0.14407322032887457,0.08492425673851772,0.0,0.46401271344186623,tvMovie,0.0,False,True,False,0.1140437169851399,['US'],Documentary,0.7777777777777777,0.14686489111539536,0.0
Aller simple,"(6, 7]",0.9315068493150687,0.0824561403508772,0.0,0.043171359438705426,0.0,0.0,0.5903069266662145,tvEpisode,0.0,False,True,False,0.0,['FR'],"Crime,Drama,Mystery",0.6666666666666666,0.0,0.0
Bolbol effendi,"(6, 7]",0.47945205479452113,0.16140350877192983,0.0,0.1973693276613311,0.08492425673851772,0.0,0.24890226227785198,movie,0.0,False,True,False,0.1140437169851399,['EG'],"Comedy,Musical,Romance",0.6666666666666666,0.0,0.0
María Candelaria (Xochimilco),"(7, 8]",0.4520547945205493,0.13333333333333333,0.2781709043970812,0.45203365309440624,0.2692035246643331,0.0,0.45458974708786615,movie,0.0,False,True,False,0.6476398521807291,['MX'],"Drama,Romance",0.7777777777777777,0.37875015014255387,0.0
Tik Needar,"(7, 8]",0.9657534246575352,0.052631578947368425,0.0,0.21677133154889464,0.23841253015696137,0.0,0.4609388040461846,tvSeries,0.22753539816199508,True,True,False,0.2577218083931565,['IL'],"Drama,Thriller",0.7777777777777777,0.0,0.0
Rumble,"(3, 4]",0.9452054794520546,0.16140350877192983,0.0,0.3358062659283989,0.16984851347703545,0.0,0.4178965077600265,movie,0.0,False,True,False,0.47948838278417916,['MX'],Action,0.33333333333333326,0.37875015014255387,0.0
B-Boy Stance,"(6, 7]",0.883561643835618,0.12456140350877193,0.0,0.06534452663751128,0.0,0.0,0.24890226227785198,video,0.0,False,True,False,0.0,['US'],"Comedy,Short",0.6666666666666666,0.0,0.0
Blinde Kuriere,"(5, 6]",0.8287671232876725,0.15789473684210525,0.0,0.13018749151230072,0.0,0.0,0.3501054266153756,tvEpisode,0.0,False,True,False,0.0,['DE'],"Crime,Drama,Mystery",0.5555555555555555,0.0,0.0
Topaye Sindura Dipata Shankha,"(6, 7]",0.7602739726027412,0.16140350877192983,0.0,0.03426703577033152,0.0,0.0,0.41366417364657915,movie,0.0,False,True,False,0.0,['IN'],Drama,0.6666666666666666,0.0,0.0
San feng qiu huang,"(6, 7]",0.582191780821919,0.16140350877192983,0.0,0.03426703577033152,0.0,0.0,0.3501054266153756,movie,0.0,False,True,False,0.0,['HK'],Comedy,0.6666666666666666,0.0,0.0
Gruppo Di Improvvisazione Nuova Consonanza,"(6, 7]",0.6095890410958908,0.0824561403508772,0.0,0.043171359438705426,0.08492425673851772,0.0,0.3361896349043223,movie,0.0,False,True,False,0.0,['XWG'],"Documentary,Music",0.6666666666666666,0.0,0.0
Vítejte v Buchnove,"(5, 6]",0.9589041095890423,0.09473684210526316,0.0,0.09741629849010305,0.0,0.0,0.4670232387239791,tvEpisode,0.0,False,True,False,0.0,['CZ'],"Crime,Drama",0.5555555555555555,0.0,0.0
Islands of Wonder,"(7, 8]",0.9726027397260282,0.22631578947368422,0.0,0.18250429577856317,0.1971880176585917,0.19770492742798718,0.0,tvMiniSeries,0.0,True,True,False,0.0,['US'],"Adventure,Documentary",0.7777777777777777,0.0,0.005533840485963883
The Hollywood Squares (Syndication),"(7, 8]",0.6369863013698644,0.052631578947368425,0.0,0.21232225649322425,0.13460176233216656,0.0,0.639799127916893,tvSeries,0.0,True,True,False,0.0,['US'],Game-Show,0.7777777777777777,0.0,0.0
Monseigneur,"(6, 7]",0.4863013698630141,0.16140350877192983,0.0,0.21891101315028313,0.13460176233216656,0.0,0.46997294113359744,movie,0.0,False,True,False,0.1949590218937863,['FR'],Drama,0.6666666666666666,0.14686489111539536,0.0
The Phenom,"(6, 7]",0.7054794520547958,0.08421052631578947,0.0,0.2816142964236841,0.4125604252610538,0.0,0.37449620891613233,tvEpisode,0.0,False,True,False,0.0,['US'],"Action,Adventure,Drama",0.6666666666666666,0.2151531766071757,0.0
If Night Comes,"(7, 8]",0.9315068493150687,0.1456140350877193,0.0,0.05122629998801717,0.08492425673851772,0.0,0.5810546269632214,movie,0.0,False,True,False,0.0,['US'],"Adventure,Comedy,Drama",0.7777777777777777,0.0,0.0
Jurassic,"(6, 7]",0.9315068493150687,0.02280701754385965,0.0,0.03426703577033152,0.0,0.0,0.3628095491043426,short,0.0,False,True,False,0.1140437169851399,['GB'],"Drama,Fantasy,Romance",0.6666666666666666,0.0,0.0
Sadist,"(7, 8]",0.883561643835618,0.010526315789473684,0.0,0.05122629998801717,0.08492425673851772,0.0,0.3565956196922838,short,0.0,False,True,False,0.0,['US'],"Comedy,Horror,Short",0.7777777777777777,0.0926614295597353,0.0
The Killer Bra,"(6, 7]",0.9041095890410968,0.0368421052631579,0.0,0.16838606912906898,0.08492425673851772,0.0,0.3687697767960738,video,0.0,False,True,False,0.0,['CA'],"Comedy,Horror,Short",0.6666666666666666,0.1853228591194706,0.0
El hombre que volvió de la muerte,"(8, 9]",0.6232876712328768,0.22631578947368422,0.0,0.16838606912906898,0.16984851347703545,0.0,0.3853163658682749,tvMiniSeries,0.0,True,True,False,0.1140437169851399,['AR'],"Crime,Drama,Horror",0.8888888888888888,0.0926614295597353,0.0
Dil Kush,"(8, 9]",1.0,0.2368421052631579,0.0,0.38091571936800495,0.08492425673851772,0.19770492742798718,0.2941865266585706,movie,0.0,False,True,False,0.0,['IN'],Romance,0.8888888888888888,0.0926614295597353,0.005684936535787607
Dangerous Holiday,"(6, 7]",0.5410958904109595,0.008771929824561403,0.0,0.05122629998801717,0.0,0.0,0.32870054189939535,tvEpisode,0.0,False,True,False,0.0,['US'],"Animation,Family,Sci-Fi",0.6666666666666666,0.0,0.0
"Morning, Noon & Night","(4, 5]",0.9589041095890423,0.17719298245614035,0.0,0.18724457976758005,0.4931853003725146,0.12473792114200281,0.5508431050902338,movie,0.0,False,True,False,0.0,['US'],Comedy,0.4444444444444444,0.0926614295597353,0.005119592125938633
La marcheuse,"(5, 6]",0.9383561643835616,0.13508771929824562,0.0,0.18411411414608322,0.1971880176585917,0.0,0.5491551637090283,movie,0.22753539816199508,False,True,False,0.2577218083931565,['FR'],Drama,0.5555555555555555,0.2151531766071757,0.0
Jones and the Lady Book Agent,"(5, 6]",0.21232876712328874,0.010526315789473684,0.0,0.13018749151230072,0.0,0.0,0.28411320153075126,short,0.0,False,True,False,0.0,['US'],"Comedy,Short",0.5555555555555555,0.1853228591194706,0.0
Southern Discomfort,"(8, 9]",0.9520547945205493,0.1368421052631579,0.0,0.05857988457052593,0.13460176233216656,0.0,0.2732930445786087,movie,0.0,False,True,False,0.0,['US'],Documentary,0.8888888888888888,0.14686489111539536,0.0
Teeny Exzesse 50 - Kolbenfresser,"(6, 7]",0.8150684931506849,0.15964912280701754,0.0,0.1098061845585431,0.0,0.0,0.4093054827071474,video,0.0,False,True,True,0.1140437169851399,['DE'],"Action,Adult,Sport",0.6666666666666666,0.0,0.0
Asses in Public,"(3, 4]",0.883561643835618,0.09298245614035087,0.0,0.043171359438705426,0.0,0.0,0.4865195302057985,tvSeries,0.0,True,True,True,0.0,['CA'],Adult,0.33333333333333326,0.0,0.0
Madonna Live: The Virgin Tour,"(8, 9]",0.7328767123287676,0.08771929824561403,0.0,0.3729384204492948,0.347124743739495,0.0,0.4373927992418458,video,0.0,False,True,False,0.0,['US'],"Documentary,Music",0.8888888888888888,0.2151531766071757,0.0
"Baby Talk/My Friend, the Executrix/Programmed for Love","(7, 8]",0.7123287671232887,0.10526315789473685,0.0,0.21784794367473484,0.33178977999075826,0.0,0.523212769533638,tvEpisode,0.0,False,True,False,0.0,['US'],"Comedy,Drama,Romance",0.7777777777777777,0.0926614295597353,0.0
The Mission Begins,"(8, 9]",0.9520547945205493,0.10350877192982456,0.0,0.34788247060416255,0.1971880176585917,0.0,0.6060738405210143,tvEpisode,0.0,False,True,False,0.0,['US'],"Biography,Documentary,History",0.8888888888888888,0.320555879247081,0.0
Strange Bedfellows,"(6, 7]",0.5958904109589049,0.16140350877192983,0.0,0.444326227764013,0.5747830232509669,0.0,0.5385959635793693,movie,0.0,False,True,False,0.7104026386800992,['US'],"Comedy,Romance",0.6666666666666666,0.4069984114748122,0.0
Sleepy Haven,"(6, 7]",0.787671232876713,0.026315789473684213,0.1390854521985406,0.12060975464774229,0.16984851347703545,0.0,0.28411320153075126,short,0.0,False,True,False,0.0,['DE'],Short,0.6666666666666666,0.0,0.0
Eat Your Carrots,"(6, 7]",0.9863013698630141,0.005263157894736842,0.0,0.09284692034085743,0.0,0.0,0.10120316433752355,short,0.0,False,True,False,0.0,['CA'],"Animation,Short",0.6666666666666666,0.0,0.0
One Hell of a Guy,"(4, 5]",0.8219178082191796,0.17017543859649123,0.0,0.33815762681131156,0.30445027580920203,0.0,0.5291729972253694,movie,0.0,False,True,False,0.45268083028694284,['US'],"Comedy,Fantasy,Romance",0.4444444444444444,0.30781460616691103,0.0
Two in the Dark,"(6, 7]",0.3972602739726039,0.1298245614035088,0.0,0.333387607440894,0.16984851347703545,0.0,0.4513085909528991,movie,0.0,False,True,False,0.45268083028694284,['US'],"Crime,Drama,Film-Noir",0.6666666666666666,0.3428880342825776,0.0
Akka Bhagunavaa,"(5, 6]",0.8082191780821919,0.16140350877192983,0.0,0.05857988457052593,0.08492425673851772,0.0,0.16040322042929547,movie,0.0,False,True,False,0.0,['IN'],Comedy,0.5555555555555555,0.0,0.0
Scarlet Samurai: Incarnation,"(5, 6]",0.9246575342465757,0.156140350877193,0.0,0.18724457976758005,0.08492425673851772,0.0,0.6060738405210143,movie,0.0,False,True,False,0.0,"['US', 'CA']","Action,Adventure,Fantasy",0.5555555555555555,0.1853228591194706,0.0
Ôoku emaki,"(5, 6]",0.6164383561643838,0.16842105263157894,0.0,0.08801629651537543,0.08492425673851772,0.0,0.3124610093090555,movie,0.0,False,True,False,0.2577218083931565,['JP'],Drama,0.5555555555555555,0.0926614295597353,0.0
Honda: Grrr,"(5, 6]",0.8630136986301373,0.0017543859649122807,0.4172563565956218,0.013027722371248884,0.08492425673851772,0.0,0.10120316433752355,short,0.0,False,True,False,0.0,['GB'],"Animation,Short",0.5555555555555555,0.0,0.0
Affaire in Rio de Janeiro,"(2, 3]",0.6438356164383574,0.15789473684210525,0.0,0.06534452663751128,0.0,0.0,0.3628095491043426,movie,0.0,False,True,True,0.0,['US'],Adult,0.22222222222222224,0.0,0.0
"Love, Loot and Crash","(5, 6]",0.2534246575342465,0.01929824561403509,0.0,0.2785407610225723,0.13460176233216656,0.0,0.24890226227785198,short,0.0,False,True,False,0.1140437169851399,['US'],"Comedy,Short",0.5555555555555555,0.2601335203594169,0.0
Middle Age,"(7, 8]",0.6917808219178081,0.052631578947368425,0.0,0.2377695237887942,0.21952601907068428,0.0,0.4916430489984619,tvEpisode,0.0,False,True,False,0.0,['US'],"Comedy,Drama",0.7777777777777777,0.0926614295597353,0.0
Na boykom meste,"(5, 6]",0.8219178082191796,0.17543859649122806,0.1390854521985406,0.14147261794124624,0.1971880176585917,0.0,0.3361896349043223,movie,0.287117705382262,False,True,False,0.1140437169851399,['RU'],Musical,0.5555555555555555,0.0926614295597353,0.0
South West Pacific,"(8, 9]",0.44520547945205635,0.05964912280701754,0.0,0.07743839520903692,0.2937896589504998,0.0,0.3565956196922838,short,0.0,False,True,False,0.0,['AU'],Short,0.8888888888888888,0.0926614295597353,0.0
Cado dalle nubi,"(6, 7]",0.8972602739726039,0.16666666666666666,0.0,0.5861146282034685,0.2692035246643331,0.12473792114200281,0.5557929114253897,movie,0.33333333333333326,False,True,False,0.2577218083931565,['IT'],Comedy,0.6666666666666666,0.36201806772257106,0.013121109058829804
'Di puwedeng hindi puwede!,"(4, 5]",0.8287671232876725,0.18947368421052632,0.0,0.2697522878301405,0.08492425673851772,0.0,0.6625664359244311,movie,0.0,False,True,False,0.1949590218937863,['PH'],"Action,Comedy",0.4444444444444444,0.0,0.0
Episode #10.9,"(5, 6]",0.8630136986301373,0.07017543859649122,0.0,0.14407322032887457,0.4549861219301465,0.0,0.5754918473579376,tvEpisode,0.0,False,True,False,0.38991804378757255,['US'],Comedy,0.5555555555555555,0.0,0.0
Casper and Friends,"(6, 7]",0.7671232876712342,0.09298245614035087,0.0,0.2753512161194206,0.4887295437350174,0.0,0.2196032765210674,tvSeries,0.0,True,True,False,0.30900273887892615,['US'],"Animation,Comedy,Family",0.6666666666666666,0.1853228591194706,0.0
Auf der Ferdinands-Brücke in Wien,"(3, 4]",0.13013698630136972,0.02280701754385965,0.0,0.08801629651537543,0.0,0.0,0.0,short,0.0,False,True,False,0.0,['DE'],"Documentary,Short",0.33333333333333326,0.0,0.0
Psy-Warriors,"(7, 8]",0.7054794520547958,0.1280701754385965,0.0,0.23861045519436705,0.13460176233216656,0.0,0.3565956196922838,tvEpisode,0.0,False,True,False,0.0,['GB'],"Comedy,Drama",0.7777777777777777,0.23952632067513063,0.0
Law and Disorder,"(6, 7]",0.6506849315068504,0.0456140350877193,0.0,0.2928994228526296,0.49957908862506184,0.0,0.44795199937150487,tvEpisode,0.0,False,True,False,0.0,['US'],"Comedy,Family",0.6666666666666666,0.1853228591194706,0.0
Narc,"(7, 8]",0.7328767123287676,0.07017543859649122,0.0,0.07160760694177479,0.0,0.0,0.2732930445786087,tvEpisode,0.0,False,True,False,0.0,['US'],"Drama,Family",0.7777777777777777,0.0,0.0
Niezwykla podróz Baltazara Kobera,"(6, 7]",0.7534246575342465,0.16140350877192983,0.1390854521985406,0.32833217240066637,0.08492425673851772,0.0,0.5190996720975501,movie,0.143558852691131,False,True,False,0.2577218083931565,"['PL', 'FR']","Drama,Fantasy",0.6666666666666666,0.2601335203594169,0.0
Saaransh,"(8, 9]",0.7260273972602747,0.16140350877192983,0.3229464190499047,0.4930756329868302,0.16984851347703545,0.12473792114200281,0.5422012159701928,movie,0.37109425085312603,False,True,False,0.2577218083931565,['IN'],Drama,0.8888888888888888,0.4004760357266463,0.009285841590066289
Shootout in a One Dog Town,"(7, 8]",0.6575342465753433,0.1368421052631579,0.0,0.23163636343166263,0.08492425673851772,0.0,0.3904398846609384,tvMovie,0.0,False,True,False,0.38991804378757255,['US'],"Drama,Western",0.7777777777777777,0.2151531766071757,0.0
Heat,"(7, 8]",0.801369863013699,0.043859649122807015,0.0,0.1581914469783687,0.0,0.0,0.3953896909960942,tvEpisode,0.0,False,True,False,0.0,['GB'],"Crime,Drama",0.7777777777777777,0.0926614295597353,0.0
110 Percent Solution,"(6, 7]",0.883561643835618,0.07017543859649122,0.0,0.1664431580681787,0.08492425673851772,0.0,0.5474474798758543,tvEpisode,0.0,False,True,False,0.0,['US'],"Comedy,Romance",0.6666666666666666,0.0,0.0
Bloodied But Unbowed: Uncut,"(6, 7]",0.9109589041095898,0.13157894736842105,0.0,0.13315316102899846,0.08492425673851772,0.0,0.5652158777793896,movie,0.0,False,True,False,0.1140437169851399,['CA'],"Documentary,History,Music",0.6666666666666666,0.14686489111539536,0.0
A Counter Fancy,"(6, 7]",0.794520547945206,0.16140350877192983,0.0,0.05122629998801717,0.08492425673851772,0.0,0.3036094930125707,movie,0.0,False,True,False,0.0,['US'],Drama,0.6666666666666666,0.0,0.0
Casamorati,"(7, 8]",0.9520547945205493,0.010526315789473684,0.1390854521985406,0.02431284880019438,0.23841253015696137,0.0,0.3565956196922838,short,0.0,False,True,False,0.0,['IT'],"Drama,Fantasy,History",0.7777777777777777,0.0,0.0
Immaan Dharam,"(5, 6]",0.6780821917808222,0.2736842105263158,0.0,0.30816109667214764,0.16984851347703545,0.0,0.6025835076979594,movie,0.0,False,True,False,0.2577218083931565,['IN'],"Action,Drama",0.5555555555555555,0.1853228591194706,0.0
"Goryl, czyli ostatnie zadanie","(5, 6]",0.7602739726027412,0.12280701754385966,0.0,0.13018749151230072,0.2692035246643331,0.0,0.3361896349043223,tvMovie,0.0,False,True,False,0.0,['PL'],Drama,0.5555555555555555,0.0926614295597353,0.0
SP Bhayankar,"(2, 3]",0.7191780821917817,0.02280701754385965,0.0,0.043171359438705426,0.0,0.0,0.2732930445786087,short,0.0,False,True,False,0.0,['IN'],Short,0.22222222222222224,0.0,0.0
La mujer policía,"(5, 6]",0.7465753424657535,0.15263157894736842,0.0,0.09741629849010305,0.08492425673851772,0.0,0.4990062210785402,movie,0.0,False,True,False,0.1140437169851399,['MX'],"Comedy,Crime,Drama",0.5555555555555555,0.0,0.0
Aliki My Love,"(4, 5]",0.582191780821919,0.17543859649122806,0.0,0.27032916999473855,0.44567634349681395,0.0,0.2941865266585706,movie,0.0,False,True,False,0.1949590218937863,"['GB', 'GR']","Comedy,Romance",0.4444444444444444,0.0,0.0
Civil Hands Unclean,"(7, 8]",0.9520547945205493,0.07719298245614035,0.0,0.29884750872229626,0.13460176233216656,0.32244284856999,0.6889258588808456,tvEpisode,0.0,False,True,False,0.0,['US'],"Drama,Music",0.7777777777777777,0.1853228591194706,0.010088083439605568
Hard Rain,"(8, 9]",0.6712328767123292,0.14210526315789473,0.0,0.21345667498859974,0.21952601907068428,0.0,0.429903706236919,tvMovie,0.0,False,True,False,0.0,['US'],"Documentary,Music",0.8888888888888888,0.1853228591194706,0.0
Die Nächte der Kreolin,"(6, 7]",0.8219178082191796,0.07017543859649122,0.0,0.043171359438705426,0.0,0.0,0.3208064408585909,tvEpisode,0.0,False,True,False,0.0,['DE'],"Drama,Family",0.6666666666666666,0.0,0.0
"Two Guys, a Girl and a Vacation","(7, 8]",0.8219178082191796,0.03859649122807018,0.0,0.3542930572351558,0.0,0.0,0.5211707040319209,tvEpisode,0.0,False,True,False,0.0,['US'],"Comedy,Romance",0.7777777777777777,0.0,0.0
A Good Thing Going,"(6, 7]",0.6849315068493151,0.12631578947368421,0.3229464190499047,0.07160760694177479,0.08492425673851772,0.0,0.45779878402980745,tvMovie,0.0,False,True,False,0.1140437169851399,['AU'],Drama,0.6666666666666666,0.0,0.0
Vigor,"(7, 8]",0.9726027397260282,0.14035087719298245,0.0,0.08289273337072031,0.1971880176585917,0.0,0.44795199937150487,movie,0.0,False,True,False,0.0,['US'],Comedy,0.7777777777777777,0.0,0.0
Junk Drawer Magical Adventures,"(8, 9]",0.9589041095890423,0.03859649122807018,0.0,0.13878944309080518,0.33178977999075826,0.0,0.6025835076979594,tvSeries,0.0,True,True,False,0.1140437169851399,['US'],"Adventure,Fantasy",0.8888888888888888,0.2601335203594169,0.0
Starting Place/Point de départ,"(7, 8]",0.794520547945206,0.14035087719298245,0.0,0.16241797309973374,0.08492425673851772,0.0,0.28411320153075126,movie,0.0,False,True,False,0.1140437169851399,['FR'],Documentary,0.7777777777777777,0.0,0.0
Up North,"(7, 8]",0.9178082191780828,0.07017543859649122,0.0,0.07743839520903692,0.08492425673851772,0.0,0.47286422973835096,tvEpisode,0.0,False,True,False,0.0,['US'],Comedy,0.7777777777777777,0.0,0.0
Coyote,"(6, 7]",0.883561643835618,0.1649122807017544,0.3595306783290724,0.27203655955912565,0.08492425673851772,0.12473792114200281,0.4838887328446507,movie,0.0,False,True,False,0.1140437169851399,"['US', 'MX']","Comedy,Crime,Drama",0.6666666666666666,0.36201806772257106,0.001921172100518409
Darna,"(7, 8]",0.7739726027397271,0.18070175438596492,0.22044522613053177,0.22502304263870457,0.347124743739495,0.0,0.6014012720619646,movie,0.287117705382262,False,True,False,0.1140437169851399,['PH'],"Action,Adventure,Family",0.7777777777777777,0.23952632067513063,0.0
The Eyes of Texas,"(5, 6]",0.8287671232876725,0.07017543859649122,0.0,0.07743839520903692,0.0,0.0,0.5105086470446709,tvEpisode,0.0,False,True,False,0.0,['US'],"Action,Sport",0.5555555555555555,0.0926614295597353,0.0
Narayana,"(5, 6]",0.28767123287671303,0.10701754385964912,0.0,0.11356293232205891,0.13460176233216656,0.0,0.24890226227785198,movie,0.0,False,True,False,0.1140437169851399,['FR'],Fantasy,0.5555555555555555,0.0926614295597353,0.0
So Shall Ye Reap,"(7, 8]",0.7465753424657535,0.08421052631578947,0.0,0.24348755298800703,0.08492425673851772,0.0,0.5169988401215794,tvEpisode,0.0,False,True,False,0.0,['US'],"Drama,Romance",0.7777777777777777,0.0,0.0
One Last Dance,"(8, 9]",0.7739726027397271,0.04736842105263158,0.0,0.22502304263870457,0.13460176233216656,0.0,0.5105086470446709,tvEpisode,0.0,False,True,False,0.0,['CA'],"Drama,Family,Romance",0.8888888888888888,0.0926614295597353,0.0
Hâremu Barentain Dei...,"(5, 6]",0.7123287671232887,0.08771929824561403,0.22044522613053177,0.13018749151230072,0.16984851347703545,0.0,0.3036094930125707,movie,0.0,False,True,False,0.2577218083931565,['JP'],"Sci-Fi,Thriller",0.5555555555555555,0.0926614295597353,0.0
The Stork Exchange,"(6, 7]",0.3356164383561655,0.012280701754385965,0.0,0.12392441120803724,0.08492425673851772,0.0,0.2732930445786087,short,0.0,False,True,False,0.0,['US'],"Animation,Comedy,Short",0.6666666666666666,0.14686489111539536,0.0
Guts,"(8, 9]",0.9041095890410968,0.07894736842105263,0.0,0.6838943833942667,0.36075208675829623,0.0,0.7123608752318641,tvEpisode,0.0,False,True,False,0.0,['US'],"Drama,Horror,Thriller",0.8888888888888888,0.5717140709099966,0.0
Wind Vane,"(5, 6]",0.6438356164383574,0.014035087719298246,0.0,0.20640985266291637,0.08492425673851772,0.0,0.0,short,0.0,False,True,False,0.0,['GB'],Short,0.5555555555555555,0.0,0.0
The Long Good Friday,"(7, 8]",0.6986301369863028,0.2,0.22044522613053177,0.7094116003012735,0.5666507628101792,0.19770492742798718,0.6002093854160637,movie,0.22753539816199508,False,True,False,0.8206709108705269,['GB'],"Crime,Drama,Mystery",0.7777777777777777,0.7542224642881491,0.06181399141957561
The Blue Drum,"(8, 9]",0.9863013698630141,0.02982456140350877,0.0,0.013027722371248884,0.3142570926688223,0.0,0.3124610093090555,short,0.0,False,True,False,0.0,['US'],"Horror,Short",0.8888888888888888,0.14686489111539536,0.0
Jenny,"(6, 7]",0.3972602739726039,0.18421052631578946,0.0,0.3265775161074377,0.13460176233216656,0.0,0.429903706236919,movie,0.0,False,True,False,0.6332127712028788,['FR'],Drama,0.6666666666666666,0.2151531766071757,0.0
"The Ballad of Beta Ray Bill! (Six Against Infinity, Part 1)","(6, 7]",0.9109589041095898,0.04035087719298246,0.0,0.1581914469783687,0.08492425673851772,0.0,0.4990062210785402,tvEpisode,0.0,False,True,False,0.0,['US'],"Action,Animation,Comedy",0.6666666666666666,0.0,0.0
Chambre jaune,"(6, 7]",0.8493150684931514,0.014035087719298246,0.0,0.31819689920533045,0.13460176233216656,0.0,0.24890226227785198,short,0.0,False,True,False,0.0,['BE'],"Fantasy,Horror,Short",0.6666666666666666,0.14686489111539536,0.0
Spunky Skunky,"(5, 6]",0.5068493150684947,0.02280701754385965,0.0,0.16033112857975726,0.08492425673851772,0.0,0.3036094930125707,short,0.0,False,True,False,0.0,['US'],"Animation,Short",0.5555555555555555,0.14686489111539536,0.0
The Itinerant Teacher,"(6, 7]",0.993150684931507,0.16140350877192983,0.0,0.02431284880019438,0.1971880176585917,0.0,0.13378330622927515,movie,0.0,False,True,False,0.0,['AT'],Animation,0.6666666666666666,0.0,0.0
Wheel Inside the Wheel,"(8, 9]",0.9315068493150687,0.0736842105263158,0.0,0.4573539501352618,0.25477277021555317,0.0,0.6946773584407994,tvEpisode,0.0,False,True,False,0.0,['US'],"Drama,Fantasy,Horror",0.8888888888888888,0.2151531766071757,0.0
Sztandar mlodych,"(5, 6]",0.5410958904109595,0.0035087719298245615,0.0,0.2655999413931357,0.08492425673851772,0.0,0.059200056091771924,short,0.0,False,True,False,0.30900273887892615,['PL'],"Animation,Short",0.5555555555555555,0.0926614295597353,0.0
The Dull Razor,"(4, 5]",0.15068493150685036,0.02280701754385965,0.0,0.1581914469783687,0.0,0.0,0.059200056091771924,short,0.0,False,True,False,0.1140437169851399,['GB'],Short,0.4444444444444444,0.0926614295597353,0.0
Business & Pleasure,"(7, 8]",0.8493150684931514,0.04035087719298246,0.0,0.24108418034908904,0.13460176233216656,0.0,0.4670232387239791,tvEpisode,0.0,False,True,False,0.0,['US'],"Animation,Comedy,Drama",0.7777777777777777,0.0926614295597353,0.0
Organized Art,"(8, 9]",0.8698630136986303,0.02280701754385965,0.0,0.1098061845585431,0.0,0.0,0.43369626500790426,short,0.0,False,True,False,0.0,['US'],"Crime,Short",0.8888888888888888,0.0,0.0
A Princesa e o Vagabundo,"(4, 5]",0.9041095890410968,0.14210526315789473,0.0,0.10587464271210631,0.13460176233216656,0.0,0.3433132576225233,tvMovie,0.0,False,True,False,0.1140437169851399,['BR'],"Comedy,Family",0.4444444444444444,0.0,0.0
"Dyeing Is Easy, Comedy Is Hard","(7, 8]",0.8493150684931514,0.0368421052631579,0.0,0.3342015422294138,0.08492425673851772,0.0,0.5697087031364428,tvEpisode,0.0,False,True,False,0.0,['US'],"Comedy,Romance",0.7777777777777777,0.0,0.0
¡Que viva México!,"(5, 6]",0.993150684931507,0.16140350877192983,0.22044522613053177,0.5102780354023025,0.557940104416888,0.19770492742798718,0.6434043803077163,movie,0.5608687314953283,False,True,False,0.7798360875751452,['MX'],Comedy,0.5555555555555555,0.5028054493403028,0.03127083244294673
Viva Elvis,"(5, 6]",0.993150684931507,0.07894736842105263,0.0,0.07160760694177479,0.25477277021555317,0.0,0.13378330622927515,movie,0.0,False,True,False,0.0,['US'],Biography,0.5555555555555555,0.0,0.0
T.N.T.,"(3, 4]",0.8150684931506849,0.15789473684210525,0.0,0.4158019000977172,0.23841253015696137,0.0,0.654542147355329,movie,0.0,False,True,False,0.5667245472720827,['US'],Action,0.33333333333333326,0.41915971755027537,0.0
Annadata,"(6, 7]",0.6438356164383574,0.16140350877192983,0.0,0.18724457976758005,0.13460176233216656,0.0,0.5404097173796584,movie,0.0,False,True,False,0.0,['IN'],"Drama,Family",0.6666666666666666,0.1853228591194706,0.0
Mum's Last Fling,"(7, 8]",0.6301369863013697,0.042105263157894736,0.0,0.21568082727064944,0.13460176233216656,0.0,0.3124610093090555,tvEpisode,0.0,False,True,False,0.0,['GB'],Comedy,0.7777777777777777,0.14686489111539536,0.0
Gabby Duran and the Unsittables: Baby Sitting 101,"(7, 8]",0.9726027397260282,0.22631578947368422,0.0,0.06534452663751128,0.16984851347703545,0.0,0.3361896349043223,tvMiniSeries,0.0,True,True,False,0.1140437169851399,['US'],Short,0.7777777777777777,0.0,0.0
Deborah Tannen,"(6, 7]",0.8904109589041109,0.07017543859649122,0.0,0.09741629849010305,0.0,0.0,0.44795199937150487,tvEpisode,0.0,False,True,False,0.0,['US'],"Comedy,News,Talk-Show",0.6666666666666666,0.0,0.0
The Confident Man,"(6, 7]",0.8150684931506849,0.0368421052631579,0.0,0.09284692034085743,0.416714036729276,0.0,0.4609388040461846,tvEpisode,0.0,False,True,False,0.0,['AU'],"Comedy,Mystery,Sci-Fi",0.6666666666666666,0.0926614295597353,0.0
Good Girl,"(7, 8]",0.9589041095890423,0.017543859649122806,0.1390854521985406,0.14407322032887457,0.08492425673851772,0.0,0.46401271344186623,short,0.0,False,True,False,0.0,['US'],"Short,Thriller",0.7777777777777777,0.1853228591194706,0.0
