startYear;numRegions;ratingCount;ratingMean;ReviewsTotal;popularityIndex
0.801369863013699;0.0;0.0009392342094274;0.7777777777777777;0.0926614295597353;0.3200714523361667
0.7123287671232887;0.0;7.262120175985379e-06;0.5555555555555555;0.0;0.0325610983205463
0.7808219178082201;0.0;3.994166096791959e-05;0.5555555555555555;0.0926614295597353;0.0879292831711004
0.9794520547945212;0.0;1.2103533626642297e-05;0.5555555555555555;0.0;0.046571963783055
0.9726027397260282;0.7884911216631053;0.0190521722816976;0.7777777777777777;0.8187610575614875;0.5832433603389646
0.801369863013699;0.0;0.0001101421560024;0.7777777777777777;0.0;0.1832653089839821
0.986301369863014;0.5667245472720827;7.867296857317493e-05;0.7777777777777777;0.0;0.1628363615087485
0.8082191780821919;0.0;8.472473538649607e-06;0.7777777777777777;0.0;0.0508421692701869
0.986301369863014;0.0;2.6627773978613057e-05;0.8888888888888888;0.0;0.1160566003578548
0.9520547945205492;0.0;3.388989415459843e-05;0.8888888888888888;0.0;0.1303495533304718
0.6986301369863028;0.0;4.841413450656919e-06;0.8888888888888888;0.0;0.0383745417232937
0.5958904109589049;0.1949590218937863;2.2996713890620363e-05;0.6666666666666666;0.0;0.0804409236905746
0.9315068493150688;0.3090027388789261;0.0009162374955368;0.2222222222222222;0.2395263206751306;0.0917028062268813
0.8630136986301373;0.3523601478192708;0.0003836820159645;0.6666666666666666;0.1853228591194706;0.2246690689514001
0.8972602739726039;0.0;0.0055252631005622;0.8888888888888888;0.2779842886792059;0.5002205557336757
0.993150684931507;0.1949590218937863;0.0004877724051536;0.4444444444444444;0.0;0.1592949189311698
0.7260273972602747;0.0;4.841413450656919e-06;0.8888888888888888;0.0;0.0383745417232937
0.9452054794520546;0.0;6.051766813321149e-06;0.6666666666666666;0.0;0.0341654860365285
0.1506849315068503;0.0;9.682826901313837e-06;0.4444444444444444;0.0;0.0318460390461184
0.8150684931506849;0.7798360875751452;0.0239081099727065;0.8888888888888888;0.5175106093543366;0.7488667718499139
0.6301369863013697;0.0;7.262120175985379e-06;0.7777777777777777;0.0;0.0471169067773779
0.9452054794520546;0.7884911216631053;0.0413577744022367;0.6666666666666666;0.7167092506395636;0.4957173331956091
0.4452054794520563;0.1949590218937863;3.267954079193421e-05;0.6666666666666666;0.0926614295597353;0.0965010982054419
0.6164383561643838;0.0;1.2103533626642292e-06;0.5555555555555555;0.0;0.0072376235395827
0.6301369863013697;0.0;1.6944947077299217e-05;0.6666666666666666;0.0926614295597353;0.0679503170609592
0.883561643835618;0.0;2.1786360527956137e-05;0.5555555555555555;0.1468648911153953;0.0651221966410926
0.9452054794520546;0.1140437169851399;1.8155300439963447e-05;0.4444444444444444;0.0;0.0471460428591485
0.6301369863013697;0.1140437169851399;2.0576007165291907e-05;0.5555555555555555;0.0;0.0624449554120025
0.9726027397260282;0.0;0.0;0.4444444444444444;0.0;0.0
0.5684931506849313;0.0;0.0005240830060336;0.7777777777777777;0.2779842886792059;0.2824821184950576
0.883561643835618;0.3899180437875725;9.682826901313837e-06;0.6666666666666666;0.0;0.0477384046278498
0.8287671232876725;0.0;3.631060087992689e-06;0.4444444444444444;0.0;0.015249352486074
0.7808219178082201;0.0;6.051766813321149e-06;0.7777777777777777;0.0;0.0398426777684578
0.7397260273972606;0.0;1.8155300439963447e-05;0.7777777777777777;0.0926614295597353;0.0823469443316382
0.5479452054794525;0.0;3.510024751726267e-05;0.8888888888888888;0.0;0.1326980150427556
0.6027397260273979;0.1140437169851399;0.0;0.5555555555555555;0.0;0.0
0.787671232876713;0.2577218083931565;2.6627773978613057e-05;0.5555555555555555;0.0;0.0725121539958638
0.9315068493150688;0.3090027388789261;6.293837485853995e-05;0.5555555555555555;0.2779842886792059;0.1104033604465297
0.7808219178082201;0.2577218083931565;3.146918742926998e-05;0.4444444444444444;0.0;0.0629170936905751
0.8150684931506849;0.0;3.388989415459843e-05;0.8888888888888888;0.0926614295597353;0.1303077165208012
0.8972602739726039;0.0;1.4524240351970757e-05;0.2222222222222222;0.0;0.0206326489646349
0.9178082191780828;0.0;4.841413450656919e-06;1.0;0.0;0.0431836800321525
0.9315068493150688;0.0;0.0001246663963544;0.7777777777777777;0.0;0.1907363770241061
