,Popularity and Visibility,Quality and Production Year,Awards and Duration,Year and Duration,Duration and Rating
0,-0.3465790193823588,0.098145397570595,-0.8067458345599612,-0.4279126773046621,0.3280975798446208
1,-1.618868108011128,-0.36568930281159717,0.40512995538454466,-0.25409396573983417,-0.9704614156149391
2,-0.7634497388425984,-0.721884374861367,0.7202003057957186,0.8066936317607326,0.062174731877992766
3,-0.5068038508641645,0.16646103515647723,-0.18421974897327317,1.0565162296831336,-0.47864881218408906
4,7.945215361866279,-0.716464452984506,-1.4167582091757494,-0.01360864595007976,0.7437208117901284
5,-0.42107305707991666,0.4134806549426191,-0.8777998407978568,-0.12789174089669797,0.19472828279027968
6,0.719781897487275,0.08236225647020136,-0.049610441011405396,1.6065682306895817,1.5552061216524629
7,-1.0320932954402846,1.6682984321558978,0.849411930522704,-1.2382345995974795,-0.314570186389712
8,-0.4841579182336596,0.7666248409421931,-0.11746595673818537,1.4431593164229957,2.1504278249151008
9,-1.3126837161584848,1.2676054720908425,-0.6700628863246746,0.1616875557822008,0.6339049876794046
10,-1.4745625185283964,0.516518692558144,0.018605258964687243,-0.08474668983656074,1.037921341260824
11,-1.108469430251,-0.6241614285056056,0.32961364122521714,-0.46036791171763203,0.008126929924692428
12,2.4380380903252563,-1.0484048210908583,0.958834897296857,1.8623113261910766,-1.9724508606526099
13,1.7185765380767999,1.194260214187006,1.7267843709519521,-0.2834397355278658,0.06339137617379656
14,1.1660811682716352,0.40780208756886843,-2.2286582578659795,-0.7192568276899469,0.6993005274882604
15,1.5979584746275657,-0.5273078611098266,0.09203614169964307,3.02905338822942,-1.016697648827078
16,-1.7693310310167167,0.7922751423741208,-0.32001457865586286,-0.6133707440043059,0.4480839895448555
17,-1.6463639573450652,0.7929426942991655,-0.19777850322972276,0.2489712845990118,-0.7913611501401057
18,-1.767909362448914,-2.3134139698591962,0.8543962935407826,-2.492791938577732,-1.633796212828834
19,9.141743534593193,2.433156550934414,0.15707186394568895,-3.034488798600869,0.2333368261357971
20,-0.5215069617382293,-0.19089539304603725,-0.8819570315833195,-1.160008318512357,0.40018566442744424
21,9.09612689525122,-0.9284972274085231,-2.64209879444584,2.1555512304398263,-1.7672234328507528
22,-0.32693136168417963,-1.3749877551738414,0.012827998147907575,-1.1766123117557201,0.308402986463215
23,-1.6321799832148538,-0.7661924007342754,1.020227641819836,0.13124417695034368,-0.4177269491033508
24,-0.9395187928398914,-0.5613160537232019,-0.031029269305697094,-0.6916903177462276,-0.12773999687254317
25,-0.886717117710489,-0.02145180744243156,-0.05554209100305937,0.35697321537306864,-1.0460919582437243
26,-0.8141798777353921,-0.4185595964907285,0.8026832244308841,1.5971053579871748,-0.5885238497239181
27,-0.12812556576496686,-1.2278689942473888,0.2736764919727222,0.12593792361325296,0.28214207668180025
28,-1.4925453522715217,-0.12154385892102766,1.042426726202467,1.6185397835255684,-0.8512961930303101
29,0.11680093644230666,-0.8183998084994781,-0.893619339401662,-1.5118394111608902,0.387512839181981
30,-1.237119945471023,0.47128112094338165,-0.05265477844013296,0.1944941732446439,-0.7680547563574457
31,-0.577297984306166,-0.03099415586281361,1.7992491866384295,0.951503397501708,-0.6209161850994084
32,-0.6620187859700549,0.3550711216602541,2.1729123351030117,1.3826924748115221,2.2364959352663134
33,-1.2855228177252944,0.0762451701722066,0.18828277055475934,-0.02990442383919963,0.5916850262497395
34,-1.0852331199450318,0.012893086991023272,-0.7057411103490917,-1.5497253518914318,0.7052476388187005
35,-1.7113570428482834,-0.6413490147321502,0.5280843275331845,-0.6591103223738443,-1.0327944501762363
36,-0.8959903238601189,-0.23904603972855792,-0.20521549908379386,-0.29430808081426035,-1.1560046306419385
37,1.956508455781612,-0.8445938840521061,-0.39565387263917423,1.8333647108329476,0.11169177771678834
38,-0.6783420347767457,-0.06264324357153016,1.2962082352146258,-0.23291258363920433,-1.4305826015218142
39,-1.3373471459248303,0.914520653606204,-0.738887459121538,-0.616048931414383,0.2924682836252709
40,-1.28427969994394,-0.8610855128566935,1.2370487044322107,1.5157813422978603,-2.3140782551623467
41,0.24160821288429937,3.688710032017428,1.2045432019200148,-1.1195855386463416,0.39563103408533296
42,-0.630557199960328,1.0306367495108333,-1.165678018584731,0.05179870915503517,-0.3619940060249518
43,-0.9239485176862169,-1.1721394107472238,0.8339456498808541,0.03247489422172759,-0.05026300699041437
44,-1.2244707876820136,0.4686275369226353,-0.3854642155915878,-0.8383913202300041,0.42266776004717843
45,0.6501539655057896,-0.1727206389763087,-1.2599939827726991,-0.46754158315709354,0.42976422283122423
46,1.9569470012532464,0.11592879976283973,0.9691675643091264,-0.22666964718009522,0.6956477175449359
47,-1.5457295820840056,0.9947353425911497,-0.6612319519792016,-0.5842976879934637,0.24674492572489573
48,-1.6440902917707276,0.3438801682372264,0.6412696969766583,0.9739287457181804,0.10287902217758356
49,-1.4375373558557145,0.4450459197499448,0.15558083171928644,0.5848962843442209,-0.22670858802672939
50,-0.6085942848392999,-1.289008197021412,1.5921095454729919,2.3149274909509256,-1.2781232164492902
51,-0.8877132245274371,0.3033965898919197,-0.48919142336006083,-0.2517586292914213,0.21222788769081538
52,-1.1261583216659325,-0.4563119066791812,0.5969834423436939,0.5922123585133712,-0.31706364017922745
53,-0.5615910996687464,0.9917594973348484,-0.8149732444211969,0.5976981516137758,-0.1180131934412355
54,2.920566192591381,-0.5935910099115502,-0.5596742891896112,0.2592368116805978,0.7747102372716511
55,1.4070677541435235,1.0361721249511917,-1.8909934022425883,1.130024238264885,-1.0352496352033356
56,-0.17118595335887665,1.2711883391643013,0.27724214941673253,-0.1802821988376878,1.0694156403504174
57,-0.4271349443639229,0.07274866770125639,0.13273674800917298,1.0498920592841066,0.29550383409079095
